cluster_id,cluster_size
0,2
1,2
2,3
3,5
4,9
5,2
6,5
7,3
8,2
9,2
10,3
11,4
12,6
13,3
14,27
15,3
16,4
17,3
18,2
19,2
20,3
21,9
22,2
23,2
24,2
25,2
26,2
27,2
28,3
29,7
30,2
31,6
32,10
33,5
34,2
35,3
36,5
37,8
38,2
39,2
40,3
41,3
42,4
43,7
44,2
45,2
46,4
47,2
48,2
49,3
50,2
51,4
52,2
53,2
54,7
55,3
56,5
57,2
58,2
59,3
60,2
61,7
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,4
70,2
71,3
72,2
73,2
74,2
75,2
76,3
77,2
78,2
79,2
80,2
81,2
82,2
83,3
84,13
85,3
86,2
87,3
88,2
89,2
90,2
91,2
92,28
93,2
94,3
95,2
96,2
97,2
98,2
99,4
100,15
101,3
102,2
103,3
104,2
105,4
106,13
107,3
108,3
109,2
110,3
111,2
112,5
113,4
114,2
115,2
116,2
117,2
118,2
119,2
120,4
121,2
122,7
123,5
124,2
125,2
126,2
127,2
128,10
129,3
130,2
131,2
132,2
133,2
134,2
135,6
136,3
137,2
138,2
139,2
140,4
141,3
142,3
143,2
144,2
145,3
146,3
147,3
148,4
149,3
150,10
151,2
152,3
153,2
154,2
155,2
156,3
157,11
158,3
159,3
160,3
161,4
162,4
163,3
164,2
165,2
166,2
167,2
168,12
169,2
170,2
171,2
172,2
173,4
174,15
175,2
176,2
177,2
178,3
179,2
180,2
181,2
182,2
183,3
184,6
185,3
186,3
187,4
188,2
189,2
190,2
191,2
192,8
193,3
194,3
195,2
196,2
197,3
198,2
199,2
200,2
201,3
202,2
203,2
204,5
205,2
206,3
207,2
208,5
209,9
210,3
211,2
212,3
213,3
214,7
215,2
216,3
217,2
218,4
219,2
220,3
221,2
222,2
223,2
224,2
225,4
226,2
227,2
228,5
229,2
230,6
231,3
232,3
233,2
234,3
235,2
236,2
237,3
238,2
239,2
240,2
241,2
242,5
243,2
244,2
245,3
246,2
247,3
248,2
249,3
250,3
251,2
252,3
253,2
254,2
255,2
256,4
257,4
258,2
259,3
260,4
261,2
262,4
263,2
264,9
265,5
266,2
267,2
268,2
269,2
270,3
271,3
272,5
273,2
274,2
275,2
276,6
277,2
278,4
279,6
280,2
281,2
282,4
283,24
284,2
285,2
286,2
287,2
288,2
289,2
290,4
291,4
292,2
293,4
294,2
295,5
296,2
297,2
298,2
299,2
300,8
301,2
302,5
303,2
304,2
305,4
306,2
307,2
308,2
309,6
310,6
311,3
312,2
313,2
314,2
315,3
316,2
317,3
318,2
319,7
320,2
321,2
322,2
323,3
324,2
325,7
326,4
327,3
328,5
329,2
330,3
331,4
332,4
333,2
334,5
335,4
336,3
337,2
338,2
339,2
340,3
341,2
342,2
343,3
344,2
345,3
346,3
347,2
348,2
349,56
350,8
351,4
352,3
353,13
354,2
355,4
356,2
357,7
358,5
359,8
360,2
361,2
362,2
363,3
364,4
365,2
366,2
367,3
368,3
369,2
370,2
371,3
372,2
373,2
374,2
375,3
376,3
377,2
378,9
379,2
380,2
381,2
382,3
383,5
384,3
385,3
386,2
387,2
388,4
389,2
390,2
391,2
392,2
393,3
394,4
395,3
396,3
397,15
398,2
399,2
400,2
401,4
402,2
403,2
404,3
405,2
406,8
407,2
408,2
409,2
410,5
411,2
412,5
413,3
414,2
415,2
416,4
417,2
418,2
419,2
420,2
421,6
422,2
423,2
424,3
425,2
426,2
427,2
428,4
429,3
430,6
431,2
432,2
433,4
434,3
435,2
436,4
437,3
438,2
439,2
440,2
441,2
442,3
443,2
444,4
445,3
446,2
447,2
448,2
449,2
450,3
451,10
452,2
453,2
454,2
455,2
456,2
457,6
458,3
459,2
460,3
461,4
462,4
463,2
464,3
465,3
466,5
467,2
468,2
469,2
470,2
471,2
472,2
473,2
474,4
475,3
476,4
477,4
478,2
479,2
480,4
481,2
482,7
483,32
484,11
485,3
486,2
487,2
488,2
489,4
490,7
491,3
492,4
493,2
494,2
495,5
496,3
497,2
498,2
499,5
500,2
501,2
502,4
503,2
504,2
505,2
506,2
507,3
508,2
509,2
510,2
511,3
512,2
513,2
514,2
515,4
516,2
517,2
518,3
519,2
520,2
521,3
522,2
523,3
524,2
525,4
526,3
527,2
528,3
529,5
530,2
531,2
532,2
533,3
534,4
535,3
536,3
537,2
538,2
539,2
540,5
541,3
542,2
543,5
544,2
