cluster_id,cluster_size
0,3
1,2
2,4
3,8
4,9
5,2
6,2
7,8
8,9
9,6
10,4
11,3
12,2
13,2
14,3
15,4
16,6
17,3
18,27
19,3
20,4
21,4
22,2
23,2
24,3
25,29
26,2
27,2
28,2
29,5
30,2
31,3
32,2
33,3
34,3
35,2
36,2
37,7
38,5
39,5
40,8
41,6
42,10
43,4
44,7
45,5
46,9
47,3
48,3
49,5
50,13
51,2
52,3
53,2
54,7
55,3
56,9
57,2
58,4
59,7
60,2
61,2
62,5
63,4
64,11
65,2
66,3
67,4
68,8
69,2
70,2
71,7
72,2
73,4
74,5
75,6
76,2
77,3
78,2
79,2
80,4
81,7
82,2
83,4
84,2
85,2
86,2
87,2
88,2
89,6
90,2
91,5
92,2
93,2
94,2
95,2
96,4
97,2
98,3
99,2
100,2
101,2
102,4
103,3
104,13
105,4
106,2
107,3
108,2
109,4
110,39
111,3
112,2
113,2
114,2
115,2
116,2
117,4
118,17
119,3
120,2
121,5
122,2
123,2
124,6
125,15
126,3
127,4
128,2
129,3
130,2
131,5
132,4
133,4
134,2
135,2
136,2
137,2
138,2
139,4
140,6
141,14
142,2
143,2
144,2
145,4
146,2
147,10
148,5
149,2
150,2
151,5
152,2
153,2
154,2
155,3
156,8
157,3
158,2
159,3
160,2
161,2
162,4
163,3
164,5
165,6
166,3
167,2
168,2
169,2
170,3
171,3
172,3
173,16
174,4
175,2
176,2
177,3
178,2
179,2
180,2
181,2
182,4
183,11
184,3
185,3
186,4
187,4
188,6
189,4
190,3
191,2
192,2
193,2
194,2
195,2
196,3
197,2
198,12
199,2
200,2
201,3
202,2
203,7
204,3
205,29
206,2
207,2
208,2
209,2
210,2
211,2
212,3
213,2
214,3
215,3
216,2
217,2
218,6
219,3
220,6
221,3
222,3
223,6
224,2
225,2
226,10
227,3
228,2
229,8
230,3
231,3
232,2
233,2
234,6
235,2
236,4
237,4
238,5
239,5
240,10
241,3
242,4
243,5
244,6
245,2
246,2
247,2
248,2
249,5
250,2
251,9
252,3
253,2
254,5
255,3
256,7
257,6
258,4
259,5
260,2
261,5
262,2
263,2
264,4
265,2
266,2
267,2
268,3
269,2
270,4
271,3
272,2
273,5
274,2
275,2
276,8
277,6
278,2
279,3
280,2
281,6
282,2
283,2
284,5
285,3
286,2
287,2
288,2
289,2
290,9
291,4
292,4
293,2
294,2
295,3
296,2
297,4
298,6
299,2
300,2
301,2
302,6
303,3
304,2
305,2
306,2
307,2
308,3
309,2
310,2
311,13
312,4
313,4
314,2
315,2
316,2
317,2
318,2
319,2
320,5
321,12
322,3
323,3
324,3
325,14
326,5
327,6
328,7
329,7
330,24
331,2
332,2
333,3
334,2
335,2
336,2
337,19
338,3
339,3
340,4
341,4
342,2
343,2
344,3
345,2
346,4
347,14
348,2
349,17
350,2
351,2
352,2
353,2
354,18
355,2
356,2
357,2
358,5
359,3
360,2
361,6
362,3
363,2
364,2
365,7
366,2
367,2
368,47
369,2
370,2
371,2
372,6
373,4
374,3
375,3
376,6
377,2
378,3
379,4
380,3
381,4
382,5
383,6
384,7
385,2
386,2
387,2
388,3
389,4
390,3
391,5
392,3
393,2
394,2
395,2
396,2
397,57
398,9
399,6
400,3
401,13
402,2
403,20
404,4
405,5
406,8
407,4
408,2
409,3
410,11
411,4
412,2
413,3
414,3
415,2
416,5
417,3
418,2
419,2
420,2
421,37
422,2
423,3
424,11
425,6
426,2
427,9
428,3
429,3
430,3
431,2
432,2
433,4
434,2
435,2
436,6
437,2
438,4
439,2
440,2
441,9
442,3
443,3
444,2
445,16
446,4
447,2
448,4
449,2
450,3
451,5
452,2
453,2
454,2
455,2
456,17
457,6
458,7
459,9
460,11
461,3
462,3
463,2
464,2
465,2
466,2
467,2
468,3
469,2
470,2
471,7
472,6
473,3
474,6
475,3
476,2
477,4
478,2
479,9
480,2
481,2
482,2
483,2
484,3
485,2
486,4
487,3
488,2
489,2
490,2
491,4
492,3
493,11
494,3
495,2
496,2
497,2
498,3
499,6
500,2
