cluster_id,cluster_size
0,9
1,5
2,27
3,6
4,11
5,11
6,8
7,2
8,11
9,24
10,6
11,7
12,4
13,5
14,66
15,2
16,2
17,7
18,7
19,65
20,13
21,66
22,5
23,3
24,15
25,30
26,2
27,11
28,45
29,2
30,88
31,5
32,226
33,2
34,2
35,10
36,3
37,13
38,4
39,5
40,17
41,2
42,6
43,17
44,2
45,2
46,7
47,5
48,47
49,6
50,12
51,76
52,18
53,4
54,4
55,3
56,150
57,25
58,20
59,4
60,5
61,54
62,5
63,4
64,7
65,13
66,3
67,2
68,12
69,2
70,4
71,31
72,8
73,2
74,5
75,44
76,3
77,20
78,4
79,10
80,2
81,2
82,3
83,5
84,6
85,2
86,7
87,2
88,4
89,19
90,5
91,11
92,9
93,4
94,26
95,2
96,42
97,3
98,6
99,9
100,5
101,10
102,17
103,2
104,6
105,2
106,13
107,3
108,2
109,3
110,7
111,5
112,6
113,4
114,2
115,3
116,11
117,2
118,3
119,3
120,3
121,27
122,5
123,8
124,5
125,3
126,6
127,32
128,13
129,19
130,19
131,4
132,2
133,2
134,3
135,6
136,2
137,7
138,15
139,9
140,5
141,2
142,6
143,6
144,4
145,6
146,2
147,4
148,8
149,4
150,3
151,4
152,3
153,3
154,14
155,4
156,29
157,4
158,4
159,8
160,11
161,13
162,3
163,10
164,3
165,5
166,5
167,2
168,5
169,2
170,4
171,4
172,3
173,2
174,2
175,2
176,18
177,36
178,3
179,3
180,7
181,5
182,4
183,3
184,5
185,3
186,6
187,4
188,2
189,4
190,2
191,3
192,7
193,3
194,2
195,3
196,4
197,4
198,17
199,2
200,2
201,3
202,8
203,6
204,10
205,3
206,2
207,5
208,6
209,3
210,2
211,3
212,3
213,6
214,2
215,4
216,5
217,9
218,8
219,2
220,19
221,15
222,5
223,5
224,19
225,4
226,12
227,6
228,10
229,26
230,3
231,3
232,2
233,2
234,46
235,17
236,3
237,4
238,7
239,10
240,11
241,5
242,7
243,2
244,11
245,2
246,5
247,4
248,2
249,2
250,7
251,7
252,2
253,8
254,2
255,2
256,2
257,12
258,4
259,9
260,2
261,3
262,2
263,2
264,5
265,2
266,4
267,2
268,8
269,2
270,17
271,2
272,2
273,3
274,4
275,3
276,3
277,2
278,5
279,9
280,9
281,9
282,3
283,3
284,3
285,2
286,22
287,3
288,3
289,3
290,7
291,2
292,5
293,2
294,2
295,2
296,27
297,3
298,4
299,2
300,22
301,7
302,2
303,2
304,2
305,3
306,2
307,4
308,3
309,3
310,3
311,13
312,8
313,2
314,2
315,15
316,12
317,4
318,2
319,3
320,5
321,6
322,3
323,10
324,17
325,2
326,3
327,2
328,9
329,2
330,7
331,3
332,2
333,2
334,2
335,2
336,6
337,2
338,4
339,5
340,2
341,3
342,2
343,9
344,3
345,3
346,2
347,3
348,4
349,2
350,4
351,4
352,4
353,7
354,2
355,5
356,15
357,3
358,3
359,6
360,2
361,2
362,10
363,2
364,2
365,3
366,3
367,2
368,13
369,2
370,2
371,4
372,2
373,3
374,2
375,3
376,8
377,5
378,3
379,2
380,12
381,2
382,2
383,4
384,18
385,15
386,2
387,6
388,2
389,4
390,4
391,2
392,3
393,2
394,2
395,3
396,2
397,2
398,2
399,2
400,11
401,7
402,3
403,2
404,2
405,4
406,6
407,4
408,6
409,2
410,2
411,2
412,3
413,4
414,3
415,6
416,4
417,5
418,5
419,3
420,2
421,2
422,7
423,3
424,2
425,2
426,2
427,4
428,2
429,2
430,3
431,3
432,7
433,5
434,7
435,3
436,5
437,2
438,2
439,2
440,6
441,2
442,3
443,3
444,4
445,3
446,2
447,5
448,2
449,7
450,6
451,4
452,3
453,13
454,11
455,2
456,2
457,6
458,2
459,2
460,3
461,2
462,2
463,2
464,3
465,2
466,4
467,2
468,2
