cluster_id,cluster_size
0,9
1,14
2,28
3,50
4,57
5,127
6,28
7,229
8,7
9,4
10,97
11,2
12,111
13,10
14,201
15,172
16,82
17,6
18,58
19,45
20,4
21,132
22,10
23,262
24,3
25,2
26,10
27,6
28,4
29,28
30,2
31,7
32,3
33,2
34,9
35,8
36,4
37,59
38,6
39,19
40,19
41,4
42,4
43,39
44,4
45,5
46,193
47,5
48,5
49,10
50,3
51,50
52,4
53,4
54,43
55,5
56,24
57,9
58,10
59,4
60,2
61,3
62,2
63,7
64,5
65,4
66,20
67,22
68,2
69,21
70,10
71,2
72,27
73,2
74,3
75,2
76,4
77,7
78,6
79,4
80,3
81,32
82,5
83,8
84,5
85,39
86,19
87,2
88,6
89,12
90,2
91,13
92,61
93,3
94,4
95,3
96,3
97,30
98,26
99,10
100,12
101,22
102,8
103,5
104,7
105,4
106,9
107,4
108,2
109,2
110,142
111,4
112,4
113,7
114,5
115,4
116,8
117,20
118,3
119,6
120,9
121,5
122,4
123,3
124,5
125,2
126,8
127,2
128,38
129,2
130,5
131,6
132,3
133,3
134,4
135,11
136,20
137,8
138,6
139,9
140,2
141,2
142,4
143,9
144,6
145,2
146,12
147,3
148,2
149,19
150,3
151,7
152,2
153,5
154,2
155,2
156,18
157,3
158,7
159,6
160,6
161,2
162,8
163,2
164,7
165,2
166,3
167,2
168,5
169,9
170,3
171,3
172,2
173,8
174,2
175,2
176,2
177,7
178,2
179,2
180,3
181,4
182,3
183,21
184,2
185,4
186,3
187,3
188,6
189,3
190,12
191,2
192,8
193,3
194,5
195,3
196,2
197,12
198,2
199,3
200,4
201,4
202,7
203,2
204,6
205,2
206,2
207,10
208,4
209,3
210,2
211,5
212,3
213,2
214,4
215,8
216,6
217,3
218,3
219,2
220,14
221,2
222,20
223,3
224,4
225,2
226,4
227,2
228,3
229,2
230,2
231,11
232,13
233,3
234,2
235,6
236,3
237,4
238,3
239,2
240,7
241,3
242,2
243,4
244,3
245,7
246,3
247,5
248,2
249,2
250,2
251,5
252,2
253,7
254,6
255,6
256,3
257,11
258,3
259,2
260,2
261,4
