cluster_id,cluster_size
0,2
1,2
2,2
3,2
4,2
5,2
6,3
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,7
15,3
16,2
17,2
18,3
19,5
20,2
21,2
22,3
23,2
24,3
25,2
26,4
27,2
28,4
29,2
30,2
31,2
32,2
33,6
34,2
35,2
36,2
37,3
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,3
46,2
47,2
48,2
49,2
50,2
51,3
52,2
53,3
54,2
55,4
56,2
57,2
58,2
59,3
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,4
69,3
70,2
71,2
72,2
73,3
74,2
75,3
76,2
77,2
78,3
79,2
80,2
81,2
82,2
83,2
84,2
85,3
86,3
87,2
88,2
89,2
90,2
91,2
92,2
93,3
94,3
95,2
96,2
97,2
98,2
99,2
100,2
101,3
102,2
103,3
104,3
105,2
106,4
107,2
108,5
109,2
110,2
111,2
112,2
113,2
114,2
115,2
116,2
117,2
118,3
119,2
120,2
121,2
122,2
123,2
124,3
125,2
126,3
127,2
128,2
129,3
130,2
131,2
132,3
133,3
134,2
135,2
136,2
137,2
138,2
139,2
140,5
141,2
142,2
143,2
144,3
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,3
158,3
159,4
160,2
161,2
162,2
163,2
164,3
165,2
166,2
167,3
168,3
169,2
170,2
171,2
172,3
173,5
174,2
175,2
176,2
177,3
178,2
179,2
180,3
181,2
182,2
183,2
184,5
185,4
186,5
187,5
188,5
189,2
190,6
191,3
192,2
193,2
194,5
195,3
196,2
197,2
198,2
199,2
200,2
201,2
202,3
203,5
204,3
205,2
206,2
207,5
208,2
209,2
210,17
211,2
212,2
213,2
214,3
215,2
216,3
217,2
218,2
219,2
220,2
221,4
222,3
223,2
224,2
225,2
226,2
227,3
228,2
229,5
230,3
231,2
232,2
233,4
234,2
235,2
236,4
237,4
238,2
239,3
240,2
241,2
242,2
243,2
244,2
245,3
246,2
247,5
248,4
249,2
250,2
251,2
252,5
253,2
254,2
255,2
256,2
257,2
258,3
259,4
260,2
261,2
262,3
263,2
264,2
265,2
266,2
267,2
268,3
269,2
270,2
271,2
272,2
273,2
274,3
275,2
276,3
277,2
278,2
279,3
280,2
281,2
282,2
283,2
284,2
285,3
286,4
287,2
288,2
289,8
290,2
291,2
292,2
293,3
294,2
295,2
296,3
297,2
298,2
299,2
300,2
301,2
302,2
303,3
304,3
305,2
306,2
307,3
308,2
309,2
310,2
311,2
312,2
313,2
314,2
315,5
316,5
317,2
318,2
319,3
320,2
321,3
322,2
323,2
324,2
325,2
326,2
327,2
328,2
329,3
330,2
331,5
332,3
333,3
334,2
335,3
336,3
337,2
338,2
339,3
340,3
341,2
342,2
343,2
344,3
345,3
346,2
347,4
348,2
349,3
350,25
351,2
352,2
353,3
354,3
355,3
356,3
357,6
358,5
359,2
360,2
361,2
362,5
363,2
364,2
365,2
366,2
367,2
368,2
369,2
370,2
371,2
372,2
373,2
374,3
375,4
376,2
377,2
378,2
379,3
380,2
381,2
382,2
383,2
384,2
385,2
386,2
387,2
388,2
389,2
390,3
391,2
392,2
393,3
394,2
395,2
396,2
397,2
398,2
399,2
400,3
401,2
402,2
403,2
404,3
405,2
406,2
407,2
408,2
409,4
410,4
411,3
412,2
413,2
414,2
415,4
416,2
417,2
418,3
419,2
420,2
421,2
422,2
423,2
424,4
425,3
426,4
427,2
428,2
429,2
430,2
431,3
432,2
433,3
434,2
435,2
436,2
437,2
438,3
439,2
440,2
441,2
442,2
443,3
444,2
445,2
446,2
447,2
448,2
449,2
450,2
451,2
452,2
453,2
454,3
455,2
456,2
457,2
458,3
459,2
460,2
461,2
462,2
463,2
464,2
465,2
466,3
467,2
468,3
469,2
470,2
471,2
472,2
473,2
474,2
475,2
476,2
477,2
478,2
479,2
480,2
481,2
482,2
483,3
484,2
485,2
486,2
487,2
488,2
489,2
490,3
491,4
492,2
493,3
494,6
495,8
496,2
497,3
498,2
499,2
500,2
501,3
502,3
503,3
504,3
505,2
506,2
507,3
508,2
509,3
510,3
511,4
512,2
513,2
514,2
515,2
516,2
517,3
518,2
519,3
520,2
521,2
522,3
523,2
524,2
525,2
526,2
527,2
528,2
529,4
530,2
531,2
532,2
533,2
534,3
535,2
536,3
537,2
538,3
539,2
540,2
541,2
542,2
543,3
544,4
545,2
546,2
547,2
548,2
549,2
550,2
551,3
552,2
553,3
554,3
555,3
556,2
557,4
558,2
559,2
560,2
561,2
562,2
563,2
564,2
565,2
566,3
567,2
568,2
569,2
570,3
571,2
572,2
573,2
574,2
575,4
576,3
577,2
578,2
579,4
580,2
581,2
582,2
583,2
584,2
585,3
586,2
587,2
588,6
589,2
590,5
591,2
