cluster_id,cluster_diam
0,1
1,1
2,5
3,1
4,2
5,1
6,1
7,1
8,2
9,12
10,2
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,3
19,1
20,2
21,1
22,4
23,1
24,2
25,3
26,4
27,1
28,1
29,2
30,2
31,1
32,1
33,1
34,2
35,3
36,2
37,1
38,3
39,1
40,5
41,1
42,1
43,1
44,1
45,2
46,1
47,5
48,1
49,1
50,1
51,1
52,1
53,1
54,2
55,1
56,1
57,1
58,2
59,1
60,1
61,1
62,1
63,1
64,1
65,2
66,1
67,1
68,1
69,2
70,1
71,1
72,1
73,1
74,1
75,2
76,1
77,2
78,1
79,3
80,4
81,1
82,2
83,1
84,2
85,2
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,2
94,1
95,4
96,2
97,1
98,1
99,1
100,5
101,2
102,1
103,1
104,2
105,2
106,2
107,1
108,1
109,2
110,1
111,1
112,2
113,1
114,1
115,4
116,2
117,2
118,2
119,1
120,2
121,2
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,2
132,14
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,2
142,2
143,2
144,3
145,1
146,1
147,1
148,1
149,3
150,2
151,1
152,1
153,1
154,1
155,2
156,1
157,3
158,1
159,1
160,1
161,4
162,2
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,2
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,2
185,1
186,3
187,1
188,2
189,1
190,2
191,1
192,1
193,1
194,2
195,2
196,1
197,1
198,1
199,1
200,4
201,1
202,1
203,1
204,2
205,2
206,3
207,1
208,1
209,1
210,1
211,1
212,3
213,3
214,1
215,1
216,1
217,1
218,1
219,1
220,3
221,3
222,1
223,1
224,1
225,3
226,1
227,1
228,1
229,1
230,2
231,1
232,1
233,3
234,1
235,3
236,2
237,3
238,1
239,1
240,1
241,1
242,1
243,2
244,1
245,2
246,1
247,1
248,1
249,2
250,1
251,3
252,2
253,2
254,1
255,1
256,3
257,1
258,4
259,1
260,1
261,2
262,1
263,1
264,1
265,2
266,1
267,2
268,2
269,2
270,2
271,1
272,1
273,2
274,4
275,3
276,4
277,7
278,4
279,4
280,2
281,1
282,1
283,1
284,5
285,2
286,1
287,1
288,3
289,1
290,1
291,2
292,1
293,1
294,2
295,1
296,3
297,1
298,1
299,2
300,1
301,1
302,1
303,2
304,1
305,6
306,1
307,8
308,2
309,1
310,2
311,2
312,2
313,1
314,1
315,2
316,1
317,1
318,1
319,1
320,2
321,2
322,2
323,3
324,4
325,1
326,1
327,1
328,2
329,1
330,1
331,1
332,1
333,3
334,1
335,1
336,4
337,1
338,4
339,1
340,1
341,1
342,3
343,3
344,1
345,1
346,1
347,2
348,1
349,1
350,1
351,1
352,1
353,2
354,2
355,1
356,2
357,2
358,1
359,1
360,1
361,1
362,2
363,1
364,1
365,1
366,1
367,4
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,2
376,2
377,3
378,3
379,4
380,1
381,1
382,1
383,1
384,2
385,1
386,1
387,1
388,1
389,1
390,1
391,2
392,1
393,2
394,2
395,3
396,1
397,1
398,1
399,1
400,1
401,2
402,2
403,1
404,2
405,12
406,2
407,2
408,1
409,4
410,1
411,1
412,2
413,2
414,1
415,1
416,4
417,1
418,1
419,1
420,1
421,1
422,1
423,4
424,1
425,1
426,1
427,2
428,1
429,1
430,1
431,1
432,1
433,2
434,5
435,1
436,1
437,3
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,2
446,1
447,2
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,2
456,4
457,1
458,2
459,3
460,2
461,2
462,2
463,2
464,1
465,1
466,1
467,2
468,2
469,1
470,1
471,1
472,2
473,2
474,2
475,1
476,2
477,14
478,1
479,1
480,2
481,6
482,4
483,13
484,1
485,3
486,1
487,1
488,1
489,1
490,4
491,1
492,1
493,1
494,2
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,5
511,1
512,1
513,1
514,1
515,3
516,1
517,1
518,1
519,4
520,1
521,3
522,4
523,1
524,1
525,1
526,1
527,1
528,3
529,3
530,2
531,1
532,2
533,2
534,1
535,3
536,1
537,3
538,1
539,2
540,1
541,2
542,1
543,4
544,2
545,2
546,2
547,1
548,1
549,3
550,2
551,3
552,1
553,1
554,1
555,1
556,1
557,2
558,1
559,2
560,2
561,1
562,2
563,1
564,1
565,3
566,1
567,1
568,3
569,2
570,3
571,1
572,1
573,1
574,1
575,2
576,1
577,1
578,2
579,1
580,1
581,2
582,1
583,2
584,1
585,1
586,1
587,2
588,1
589,1
590,1
591,3
592,1
593,2
594,2
595,1
596,2
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,2
605,1
606,1
607,1
608,1
609,1
610,2
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,2
620,3
621,1
622,1
623,1
624,2
625,4
626,4
627,2
628,1
629,1
630,2
631,1
632,2
633,3
634,1
635,1
636,2
637,4
638,2
639,1
640,1
641,2
642,1
643,2
644,2
645,3
646,1
647,1
648,1
649,1
650,1
651,3
652,3
653,2
654,2
655,1
656,1
657,2
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,2
671,2
672,1
673,1
674,1
675,2
676,1
677,2
678,3
679,1
680,3
681,1
682,3
683,1
684,1
685,1
686,1
687,2
688,1
689,1
690,5
691,3
692,2
693,2
694,2
695,2
696,2
697,1
698,4
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,2
710,1
711,1
712,1
713,2
714,2
715,1
716,3
717,2
718,1
719,2
720,1
721,1
722,2
723,1
724,1
725,1
726,1
727,4
728,1
729,4
730,1
731,3
732,2
