cluster_id,cluster_diam
0,2
1,1
2,2
3,6
4,5
5,1
6,1
7,5
8,7
9,4
10,2
11,2
12,1
13,1
14,1
15,3
16,6
17,2
18,12
19,2
20,1
21,3
22,2
23,2
24,1
25,2
26,11
27,1
28,1
29,1
30,4
31,1
32,2
33,1
34,2
35,2
36,1
37,1
38,3
39,4
40,2
41,4
42,4
43,4
44,3
45,2
46,7
47,3
48,5
49,2
50,2
51,3
52,7
53,2
54,2
55,1
56,3
57,2
58,6
59,1
60,2
61,4
62,1
63,1
64,4
65,3
66,8
67,1
68,8
69,3
70,4
71,1
72,1
73,6
74,2
75,3
76,3
77,4
78,1
79,2
80,1
81,1
82,3
83,6
84,1
85,5
86,1
87,1
88,3
89,1
90,1
91,1
92,5
93,1
94,4
95,1
96,1
97,1
98,1
99,2
100,1
101,2
102,1
103,1
104,1
105,2
106,2
107,7
108,3
109,1
110,2
111,1
112,3
113,13
114,2
115,1
116,1
117,1
118,1
119,2
120,2
121,9
122,2
123,1
124,3
125,2
126,1
127,3
128,7
129,2
130,3
131,1
132,2
133,1
134,3
135,3
136,3
137,1
138,1
139,1
140,1
141,1
142,3
143,5
144,7
145,1
146,1
147,1
148,2
149,1
150,5
151,3
152,1
153,1
154,3
155,3
156,1
157,1
158,2
159,6
160,2
161,1
162,2
163,1
164,1
165,3
166,2
167,4
168,4
169,1
170,2
171,2
172,1
173,2
174,2
175,2
176,12
177,2
178,1
179,1
180,2
181,1
182,1
183,1
184,1
185,3
186,4
187,2
188,2
189,2
190,4
191,4
192,3
193,2
194,1
195,1
196,1
197,1
198,1
199,1
200,2
201,1
202,5
203,1
204,1
205,2
206,1
207,6
208,2
209,17
210,1
211,1
212,1
213,1
214,1
215,1
216,2
217,1
218,2
219,3
220,1
221,1
222,4
223,2
224,7
225,2
226,2
227,4
228,1
229,1
230,5
231,2
232,1
233,7
234,2
235,2
236,1
237,5
238,1
239,4
240,3
241,2
242,3
243,3
244,6
245,2
246,4
247,4
248,5
249,1
250,1
251,1
252,4
253,1
254,5
255,4
256,2
257,1
258,1
259,3
260,1
261,2
262,5
263,8
264,3
265,4
266,1
267,4
268,1
269,1
270,3
271,1
272,1
273,1
274,2
275,1
276,4
277,1
278,2
279,1
280,4
281,1
282,1
283,5
284,4
285,1
286,2
287,1
288,5
289,1
290,2
291,2
292,1
293,1
294,1
295,1
296,6
297,3
298,2
299,2
300,1
301,1
302,2
303,1
304,16
305,2
306,5
307,1
308,1
309,1
310,4
311,2
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,10
320,2
321,3
322,1
323,1
324,1
325,2
326,1
327,3
328,8
329,2
330,6
331,2
332,3
333,5
334,4
335,4
336,7
337,1
338,1
339,2
340,1
341,1
342,1
343,9
344,2
345,2
346,3
347,3
348,1
349,1
350,2
351,1
352,3
353,10
354,1
355,1
356,1
357,1
358,1
359,8
360,1
361,1
362,1
363,4
364,2
365,1
366,3
367,2
368,4
369,1
370,6
371,1
372,1
373,15
374,1
375,1
376,6
377,1
378,1
379,3
380,2
381,2
382,2
383,4
384,1
385,2
386,1
387,3
388,2
389,3
390,4
391,5
392,4
393,1
394,1
395,3
396,2
397,4
398,1
399,1
400,1
401,1
402,1
403,28
404,5
405,4
406,2
407,10
408,12
409,4
410,3
411,8
412,2
413,8
414,1
415,2
416,1
417,3
418,2
419,10
420,1
421,1
422,1
423,24
424,2
425,8
426,4
427,1
428,4
429,2
430,2
431,1
432,1
433,3
434,1
435,1
436,4
437,1
438,3
439,3
440,1
441,2
442,6
443,2
444,2
445,1
446,12
447,3
448,1
449,3
450,1
451,1
452,4
453,1
454,1
455,1
456,1
457,4
458,5
459,7
460,2
461,1
462,1
463,1
464,2
465,1
466,2
467,1
468,4
469,5
470,2
471,5
472,2
473,1
474,3
475,1
476,1
477,1
478,1
479,4
480,1
481,3
482,2
483,1
484,1
485,1
486,3
487,6
488,2
489,1
490,1
491,2
492,1
493,1
494,3
495,2
496,4
497,1
498,1
499,1
500,1
501,3
502,1
503,3
504,4
505,1
506,1
507,3
508,4
509,14
510,2
511,1
512,1
513,1
514,6
515,2
516,1
517,2
518,7
519,4
520,1
521,1
522,2
523,1
524,1
525,1
526,1
527,1
528,2
529,1
530,1
531,1
532,1
533,2
534,1
535,1
536,3
537,1
538,2
539,1
540,1
541,2
542,4
543,1
544,4
545,2
546,1
547,1
548,1
549,2
550,2
551,1
552,1
553,2
554,1
555,1
556,1
557,1
558,1
559,3
560,4
561,1
562,2
563,2
564,4
565,3
566,3
567,1
568,2
569,3
570,5
571,1
572,1
573,1
574,1
575,5
576,1
577,3
578,1
579,1
580,1
581,1
582,1
583,5
584,3
585,5
586,2
587,1
588,3
589,3
590,1
591,1
592,1
593,2
594,3
595,1
596,1
597,3
598,1
599,3
600,1
601,6
602,3
603,1
604,1
605,3
606,1
607,1
608,2
609,2
610,1
611,1
612,2
613,5
614,1
615,2
616,1
617,1
618,1
619,3
620,1
621,1
622,1
623,2
624,2
625,1
626,1
627,2
628,2
629,1
630,4
631,1
632,1
633,6
634,3
635,2
636,1
637,2
638,3
639,3
640,3
641,1
642,2
643,3
644,1
645,2
646,1
647,1
648,2
649,2
650,2
651,2
652,2
653,3
654,1
655,1
656,1
657,1
658,4
659,1
660,3
661,1
662,4
663,3
664,2
665,1
666,1
667,3
668,2
669,1
670,1
671,3
672,2
673,1
674,3
675,2
676,1
677,1
678,1
679,2
680,1
681,3
682,2
683,1
684,1
685,2
686,2
687,1
688,3
689,1
690,2
691,1
692,5
693,1
694,1
695,2
696,5
697,1
698,4
699,1
700,1
701,4
702,1
703,1
704,1
705,1
706,2
707,1
708,1
709,1
710,1
711,2
712,1
713,1
714,1
715,1
716,2
717,1
718,2
719,1
720,2
721,1
722,1
723,1
724,1
725,1
726,4
