i,j,w
1360122841,21686572,112.888
1360122860,1360122937,5.8629999999999995
1360122860,4512763347,8.373000000000001
1360122866,4512763347,6.169
1360122866,5573994014,14.004999999999999
1360122880,1360122937,30.355999999999998
1360122917,4076095834,25.677000000000003
1360122917,1609966653,34.19
1360122917,1596648671,48.894999999999996
1360122937,6431923715,36.592
1360122937,1360122880,30.355999999999995
1364161197,5265953459,11.16
1364161197,1832129869,6.755
1364161197,1832129878,21.355999999999998
1364168178,8975700260,18.018
1364168178,2458303223,10.705
1364168180,5265953457,14.92
1364168180,1832129917,7.426
1364172237,2458257563,4.214
1364172237,2576893628,76.38300000000001
1365887500,2218362849,4.858
1365887500,2218340965,14.044
1365887500,8869435266,57.205
1366095187,8868824914,4.219
1366095187,8868824913,11.571
1366095187,25497611,29.414
1366095189,8868824912,3.261
1366095189,8868824911,6.527
1366095189,5041784501,8.83
1390303296,3808626882,10.372
1390303296,3808625853,5.044
1390303296,4316823023,15.901
1401416203,4618510643,66.182
1401416203,1401416208,78.051
1401416208,8868010162,23.977999999999998
1401416208,1401416203,78.051
1401459399,1418752689,28.408
1401459399,5340811719,9.531
1401459399,1401459400,7.499
1401459400,2577040703,4.764
1401459400,1401459399,7.499
1401459400,1401459403,25.765
1401459403,1401459400,25.765
1401459403,25544110,15.155000000000001
1401459403,1312454094,28.636
1401849768,32921731,15.409
1401849768,32921729,21.071
1401849768,2134066506,97.92500000000001
1401849779,4781199338,33.138
1401849779,270112539,22.172
1401849810,5516594509,22.451
1401849810,25509533,21.631999999999998
1401849810,25509528,65.012
1401849810,894485202,56.168
1401870340,107681,15.390999999999998
1401870340,1726730375,24.016000000000002
1401870340,1163955037,43.099000000000004
1401870341,3229825173,41.256
1401870341,1163955037,15.684999999999995
1401870341,5353114285,8.131
1401893666,3739049383,5.295
1401893666,1150003472,31.11
1401893675,1813618304,7.616
1401893675,3739049382,5.277
1401893675,1150003197,11.654
1401908258,28800661,8.517
1401908258,250550174,8.742
1401908258,1401908260,37.551
1401908260,1401908258,37.551
1401926435,3100169049,144.994
1401926435,2387194123,10.517
1401926435,25161348,60.43299999999999
1402070363,675734610,18.1
1402070363,1402070364,3.688
1402070363,2969438426,133.726
1402070364,1402070363,3.688
1402070364,1402070365,4.166
1402070364,2374491605,108.981
1402070365,675734622,18.775
1402070365,1402070364,4.166
1402070365,7623861385,92.348
1418752689,24662037,5.74
1418752689,1401459399,28.408
1418752689,2278320142,49.229
1419544126,270109370,10.366
1419544126,32921737,37.711
1419544126,1419544142,9.685
1419544142,1419544126,9.685
1419544142,32921738,34.128
1419544142,32921731,110.805
1419565097,21583366,2.741
1419565097,2586616722,13.75
1419603573,270110620,63.964
1419603573,1148276284,83.277
1419603573,270110143,35.382000000000005
1493229962,25475754,14.341
1493229962,25497619,53.722
1493229962,5353127105,53.152
1493613087,24952268,75.433
1493613087,8807410152,55.347
1493613087,25544108,44.507
1493658224,1493662967,38.419
1493658224,1150003270,15.3
1493658224,1685281076,6.135
1493662967,1493658224,38.419
1493662967,1954751920,85.079
1493662967,149451620,33.495
1493676622,5565466183,11.622
1493676622,21990614,6.005
1493676622,3515286913,10.404
1493676622,3471375905,20.346
1493722803,1493722806,45.246
1493722803,471488499,5.699
1493722803,1547013711,24.349
1493722804,1493722806,49.403
1493722804,1550763708,52.104
1493722804,6218501751,36.922
1493722806,1493722803,45.246
1493722806,1493722804,49.403
1493722806,3145798533,51.730000000000004
1497452171,25248128,12.643
1497452171,25248127,16.802
1497452171,1497452184,43.93600000000001
1497452184,25070924,21.123
1497452184,25248129,20.209
1497452184,1497452171,43.936
1532087855,4715263993,5.677
1536948431,5146186589,13.389
1536948431,109737,46.63
1536948474,109412,13.49
1536948474,20626307,79.465
1536948474,2504822135,20.363
1536948477,2504847039,9.298
1536948477,4866475730,7.3
1536948477,10311178961,120.68700000000001
1536948492,4166634960,4.799
1536948536,1852996954,7.653
1536948536,7572522540,11.522
1536948536,20626312,23.720999999999997
1536948578,109412,3.76
1547013563,1547013567,50.767
1547013563,1547013588,99.301
1547013567,1547013705,82.685
1547013567,1547013738,112.201
1547013574,1547013754,45.042
1547013574,1547013592,20.438
1547013574,1547013699,66.521
1547013588,1547013592,14.309
1547013588,9694091983,25.833000000000002
1547013588,1547013563,99.301
1547013589,8807410151,8.71
1547013589,25532464,49.046
1547013589,25532494,47.775
1547013592,1547392927,34.278
1547013592,1547013588,14.309
1547013592,1547013574,20.438
1547013604,1550763732,31.164
1547013604,1547013704,24.389
1547013604,1547013711,84.001
1547013655,4402629177,3.057
1547013655,1547013760,39.797
1547013655,4402629180,9.331
1547013667,4402594986,17.309
1547013667,3708234964,24.017
1547013667,1547013743,29.749000000000002
1547013699,1547013754,33.175
1547013699,1550763732,1.59
1547013699,1547013574,66.521
1547013704,1547013604,24.389
1547013704,1547013760,38.903000000000006
1547013704,1547013563,49.512
1547013705,3385387607,62.23100000000001
1547013705,25532494,66.11800000000001
1547013705,8807410149,8.956
1547013711,1547013604,84.001
1547013711,1493722803,24.349
1547013711,1550763620,51.251999999999995
1547013730,3215687074,43.575
1547013730,1547013760,62.031000000000006
1547013730,3272782432,52.926
1547013738,1547013589,39.752
1547013738,1547013567,112.20100000000002
1547013738,3272712566,69.88700000000001
1547013743,1547013667,29.749000000000002
1547013743,3708234964,12.772
1547013754,1547013699,33.175
1547013754,4619022514,13.016
1547013754,1547013574,45.042
1547013760,1547013704,38.903000000000006
1547013760,1547013730,62.031
1547013760,1547013655,39.797
1547392771,1547392927,4.162
1547392771,25497603,53.558
1547392865,4920098350,27.514
1547392865,707377287,14.584
1547392865,6600283121,29.272999999999996
1547392927,1547392771,4.162
1547392927,1547013592,34.278
1547392927,3830029915,72.795
1547657099,8064065323,34.84
1547657099,697044225,45.879999999999995
1547657104,7236131862,25.268
1547657104,8064065324,16.583
1547657140,1547657099,53.345
1550763620,471488472,6.533
1550763620,1547013711,51.251999999999995
1550763708,6218468163,15.199
1550763708,1493722804,52.104
1550763708,471488499,49.184
1550763732,1547013699,1.59
1550763732,1547013604,31.164
1550763732,471488499,71.023
1556097098,6985465127,74.94099999999999
1556097098,1951372909,14.491
1556097098,6918421512,54.852000000000004
1556097111,5905897286,2.33
1556097111,1556097387,42.936
1556097111,811035012,38.068
1556097120,8807410149,35.16
1556097120,5905897286,33.319
1556097120,1556097166,54.035
1556097166,1556097120,54.035
1556097166,8807410150,50.854000000000006
1556097177,1556097387,40.382
1556097177,5905896973,14.569
1556097245,10306429333,2.215
1556097245,1951372909,10.515
1556097245,6918421512,39.527
1556097306,1951372927,43.329
1556097306,1556097431,18.242
1556097326,10306429323,5.279
1556097326,10306429310,112.469
1556097337,6918421513,72.592
1556097387,1556097111,42.936
1556097387,1556097177,40.382000000000005
1556097387,6446229933,7.659
1556097431,4169714270,83.649
1556260011,2278320154,28.842
1556260024,3887941009,4.129
1556260024,4169714271,40.812999999999995
1556324684,6886012733,9.141
1556324684,2528522518,9.968
1561411396,585201189,11.513
1561411396,8064065324,47.332
1561411396,20625800,38.696
1563638022,5947858320,49.507
1563638022,1233353467,25.128
1563638022,673420216,8.507
1566269741,692162510,13.265
1566269741,25248125,49.242000000000004
1566269741,27481040,23.67
1566270021,692162510,23.326999999999998
1566270021,27481039,10.838
1566270021,5335245254,32.047000000000004
1566270409,5768339817,9.91
1566270409,30056280,20.482999999999997
1569300062,1144619335,38.667
1569312412,5141216745,25.383
1569312412,25067871,3.953
1569312412,25067728,25.6
1587318992,1587318999,16.99
1587318999,4511972304,49.398
1587318999,1271712918,86.88
1587318999,1587318992,16.99
1590088441,20626290,135.555
1590088441,20626282,165.92800000000003
1590088441,10306429323,58.391
1596648669,1817617689,13.088
1596648669,1596648671,19.057
1596648669,1817617691,52.638000000000005
1596648671,1596648669,19.057
1596648671,1360122917,48.895
1596648671,104318,58.759
1596648673,1817617689,48.881
1596648673,7946372941,19.137999999999998
1596648673,1816959492,44.102999999999994
1596655148,1813618288,37.702000000000005
1596655148,1596655161,6.241
1596655148,1596655155,14.652999999999999
1596655149,1813618376,2.18
1596655149,1813618393,9.526
1596655149,1596655155,15.537
1596655155,1596655148,14.653
1596655155,1596655149,15.537
1596655155,1813618431,40.718
1596655157,1813618429,7.64
1596655157,1813618393,8.011
1596655157,1813618465,6.177
1596655161,1813618288,40.870999999999995
1596655161,1813618376,6.681
1596655161,1596655148,6.241
1599652492,4571244660,30.303
1599652492,5503142970,3.304
1599652492,1599652497,14.376999999999999
1599652497,5503142969,3.583
1599652497,25496854,62.131
1599652497,1599652492,14.376999999999999
1601797458,9820538004,4.17
1601797458,7947041713,21.834
1609966639,748799641,8.662
1609966639,1609966643,42.223
1609966639,7946378609,26.857
1609966643,1609966653,23.087
1609966643,748799641,51.757
1609966643,1609966639,42.223
1609966653,1609966643,23.087
1609966653,20965801,42.644
1609966653,1360122917,34.19
1610858904,473265762,56.599999999999994
1617532088,4696544876,3.837
1617532088,237911,53.529
1617532091,25473004,43.48
1617532091,1617532092,75.667
1617532091,4697287188,75.989
1617532092,1617532091,75.667
1617532092,1617596593,24.827
1617532092,1617596591,45.023
1617596591,1617532092,45.023
1617596591,1617647900,77.181
1617596591,4665353644,25.583
1617596591,25473048,15.342
1617596593,1617596606,26.665
1617596593,1617532092,24.827
1617596593,3328228993,4.224
1617596606,25472545,52.551
1617596606,1617596593,26.665
1617596606,1617596621,52.513000000000005
1617596621,1617596627,18.307
1617596621,762080094,50.432
1617596621,1617596606,52.513
1617596626,25472545,81.027
1617596626,21563463,22.38
1617596626,1617596627,23.755
1617596627,1617596621,18.307
1617596627,1617596646,7.298
1617596627,1617596626,23.755
1617596646,1617596627,7.298
1617596646,1617596669,13.499
1617596646,470727722,60.806999999999995
1617596669,1617596646,13.499
1617596669,21563463,21.757
1617596693,25475182,30.322
1617596693,21563463,65.428
1617596693,8373690819,34.621
1617596711,1020211942,6.505
1617596711,269589467,19.53
1617596711,21563503,53.344
1617596714,25475331,19.811
1617596714,8373690819,36.974
1617647896,25473004,77.506
1617647896,4665352262,41.245
1617647896,3265436691,80.319
1617647900,1617596591,77.181
1617647900,4665352264,28.291
1617647900,1617647901,28.740000000000002
1617647901,761831000,26.703000000000003
1617647901,1617647900,28.740000000000002
1617647901,4675822093,28.973999999999997
1617647931,321255907,56.727
1617647931,1617647934,24.377
1617647931,4675822100,30.4
1617647934,1617647931,24.377
1617647934,25472890,17.302
1617647944,25472324,37.185
1617647944,25475332,17.761
1617647945,107692,35.514
1617647945,25475331,15.125
1617647945,1617647944,26.026
1637578516,1637578547,8.592
1637578516,6866592992,13.209999999999999
1637578516,1637578522,7.434
1637578522,1637578516,7.434
1637578535,1637578551,6.344
1637578541,1637578551,52.057
1637578547,1637578516,8.592
1637578547,1637578551,52.516
1637578551,1637578535,6.344
1637578551,1637578547,52.516
1637578551,1637578541,52.057
1649365762,1649365800,10.003
1649365762,1649365780,9.463999999999999
1649365762,1649365764,17.726
1649365764,1649365762,17.726
1649365780,1649365762,9.464
1649365789,1649365816,15.615
1649365797,1649365810,5.602
1649365800,1649365762,10.003
1649365800,1649365810,3.649
1649365800,3763565959,9.022
1649365810,1649365800,3.649
1649365810,1649365816,2.878
1649365810,1649365797,5.602
1649365816,1649365810,2.878
1649365816,1649365820,2.819
1649365816,1649365789,15.615
1649365820,1649365816,2.819
1649365878,1649365894,9.947
1649365878,5475684848,24.179
1649365878,8868824852,27.160999999999998
1649365894,1649365878,9.947
1649365894,5475684684,41.878
1649365894,5475684684,43.095
1649365894,5475684684,41.193
1655418222,470729237,7.572
1655418222,10311362236,3.905
1655418222,18395811,26.686000000000003
1664571164,1664571236,17.499
1664571164,775984738,27.756
1664571164,1664571229,3.015
1664571227,1664571229,24.474999999999998
1664571227,1664571229,34.178
1664571227,1913216493,8.989999999999998
1664571229,1664571164,3.015
1664571229,1664571227,24.475
1664571229,1664571227,34.178
1664571236,1664571164,17.499
1668112790,10308697502,216.832
1668112790,4197401800,20.403
1668112790,1668112792,18.431
1668112792,473266524,11.667
1668112792,473267328,95.666
1668112792,1668112790,18.431
1668135486,5565475799,30.041
1668135486,4333847283,59.208
1668135486,3733299988,159.29799999999997
1668135492,5933145606,38.741
1668135492,1668135493,76.937
1668135492,28728205,26.787
1668135493,5565475799,5.109
1668135493,28728210,91.121
1668135493,1668135492,76.937
1678155318,1938819317,17.003
1678155318,6369361794,41.425999999999995
1678226827,107632,44.633
1678226827,1678226846,17.944000000000003
1678226827,5473273379,4.8870000000000005
1678226846,3153656030,12.207
1678226846,4867087532,5.595000000000001
1678226846,1678226827,17.944
1678227031,5141354331,11.615
1678227031,4867087524,12.498000000000001
1678227031,5141354330,6.1000000000000005
1678245252,3375451565,7.098
1678245252,107587,16.99
1678245252,3375451563,12.793000000000001
1678245252,30056255,38.17
1678283242,5342236733,3.283
1678283242,3145798533,19.592
1678283242,3145798533,27.737
1678283247,6218501746,6.439
1678283247,3215685153,13.524999999999999
1678283247,21523714,15.988
1678452753,864817628,14.988
1678452753,4150883409,5.986
1678452753,368044217,21.837
1678452780,473265708,44.649
1678452780,10539068544,5.315
1678452788,1678452789,16.608
1678452789,25470928,21.547
1678452789,25504128,32.957
1678452789,1678452788,16.608
1678452789,7610670892,22.682
1678452790,7610670751,33.449
1678452790,7610670771,11.544
1678452790,25470928,81.372
1678452790,25504145,44.221000000000004
1678452792,7607080091,61.402
1678452792,8785457867,29.12
1678452792,7610670771,34.586
1678452792,1793420660,40.255
1678452793,747893184,20.221
1678452793,7610670892,44.81999999999999
1678452795,1835355972,6.094
1678452795,1835355955,11.475
1678452795,1678452796,31.902
1678452795,1268892541,48.712999999999994
1678452796,8785457865,7.24
1678452796,470729292,6.662000000000001
1678452796,1678452795,31.902
1678452796,1793420652,25.09
1678452797,8785457867,4.211
1678452797,1793420652,17.628999999999998
1678452797,1726730165,58.497
1684437690,1832129778,9.739
1684437690,1684437692,19.94
1684437690,4076126468,63.17700000000001
1684437692,1832129776,7.649
1684437692,1832129789,16.859
1684511955,10677375,9.879
1684511955,25161371,42.977999999999994
1684511955,8869464357,14.613
1684511955,8869435281,15.652000000000001
1684710025,1684710044,22.026999999999997
1684710025,5067002882,4.866
1684710025,3739049365,11.197
1684710044,5067002882,2.072
1684710044,1684710025,22.027
1684710044,5067002867,10.781
1684781421,819132568,25.374
1684781421,6816821193,18.574
1684781421,1684781436,3.82
1684781436,1684781421,3.82
1684781470,819132568,12.098
1684781470,5733998227,8.947
1684781470,25472885,40.377
1684781486,4948630427,21.512
1684781486,5609643675,41.882
1684781486,4948630428,28.151
1684835016,5609643622,107.743
1684835016,1686463389,26.224999999999998
1684835016,5609643665,26.496
1684835019,973101839,85.959
1684835019,5609643672,34.324
1684835019,6014333809,17.836
1684835062,1684835097,11.120000000000001
1684835062,6014333809,15.702
1684835062,6014333809,19.141
1684835097,1684835062,11.120000000000001
1684835097,1309067472,56.117000000000004
1684835097,1684835152,25.93
1684835152,1684835156,3.829
1684835152,1685281085,62.432
1684835152,1684835097,25.93
1684835156,1684835152,3.829
1684835241,1685281046,8.906
1685276643,250549700,7.736
1685276643,8868010217,12.225000000000001
1685276643,255700677,32.36
1685281003,1141415220,14.694
1685281003,1686463523,91.371
1685281003,1685281011,14.472999999999999
1685281006,25498010,21.893
1685281006,1686463397,12.79
1685281006,1685281260,97.814
1685281006,1141415192,26.239
1685281010,25498010,5.822
1685281010,1686463428,7.215
1685281010,1685281013,12.006
1685281011,8357847927,65.991
1685281011,1685281032,16.516
1685281011,1685281003,14.472999999999999
1685281013,1685281010,12.006
1685281017,1685281021,6.695
1685281017,25498010,2.014
1685281017,1685281020,11.922
1685281020,1685281017,11.922
1685281021,1685281029,7.248
1685281021,1685281017,6.695
1685281021,1685281025,11.864
1685281022,1309067471,71.571
1685281022,1309067472,69.055
1685281022,1685281036,18.447
1685281025,1685281021,11.864
1685281029,1685281035,6.964
1685281029,1685281021,7.248
1685281029,1685281031,11.793
1685281031,1685281029,11.793
1685281032,1685281011,16.516
1685281032,1685281044,42.568
1685281032,6374802568,64.161
1685281035,1685281045,7.152
1685281035,1685281029,6.964
1685281035,1685281041,11.73
1685281036,1685281022,18.447
1685281041,1685281035,11.73
1685281044,1685281032,42.568
1685281045,1685281056,7.0
1685281045,1685281035,7.152
1685281045,1685281053,11.66
1685281046,4823246344,5.7
1685281046,1150003270,22.661
1685281046,1684835241,8.906
1685281053,1685281045,11.66
1685281056,1685281061,7.248
1685281056,1685281045,7.0
1685281056,1685281058,11.591999999999999
1685281058,1685281056,11.591999999999999
1685281061,1685281064,6.765
1685281061,1685281056,7.248
1685281061,1685281063,11.524000000000001
1685281063,1685281061,11.524000000000001
1685281064,1685281077,7.847
1685281064,1685281061,6.765
1685281064,1685281075,11.457
1685281075,1685281064,11.457
1685281076,1493658224,6.135
1685281076,1685281079,7.991
1685281076,4823246342,34.224
1685281077,1685281104,7.201
1685281077,1685281064,7.847
1685281077,1685281087,11.376000000000001
1685281079,1685281076,7.991
1685281085,1684835152,62.432
1685281087,1685281077,11.376000000000001
1685281104,1686463794,6.801
1685281104,1685281077,7.201
1685281104,1685281123,11.329
1685281123,1685281104,11.329
1685281175,1686463794,11.254999999999999
1685281260,1141415215,3.104
1685281260,25498004,23.585
1685281260,1685281006,97.814
1686463389,1686463392,12.21
1686463389,1684835016,26.224999999999998
1686463389,1686463397,31.060000000000002
1686463392,1141415220,15.362
1686463392,1686463389,12.21
1686463392,1686463489,106.312
1686463397,1686463428,22.109
1686463397,1685281006,12.79
1686463397,1686463389,31.060000000000002
1686463428,1685281010,7.215
1686463428,1141415220,4.4
1686463428,1686463397,22.109
1686463471,1686463503,12.721
1686463471,25497985,54.887
1686463471,1686463476,15.327000000000002
1686463476,1686463471,15.326999999999998
1686463489,1686463523,12.936
1686463489,1686463392,106.312
1686463489,1686463503,9.986
1686463503,3739049325,13.064
1686463503,1686463489,9.986
1686463503,1686463471,12.721
1686463503,1686463510,11.036999999999999
1686463505,1686463510,5.2700000000000005
1686463510,1686463505,5.2700000000000005
1686463510,1686463503,11.036999999999999
1686463510,390073208,19.551000000000002
1686463523,1685281003,91.371
1686463523,3739049325,9.892
1686463523,1686463489,12.936
1686463794,25498004,25.577
1686463794,1685281104,6.801
1686463794,1685281175,11.254999999999999
1689387896,1689387903,21.582
1689387903,10544113922,15.665
1689387903,1689387896,21.582
1689387903,8807410149,83.223
1689605567,4136137527,6.007
1689605567,30056310,52.463
1689605567,25475770,10.173
1689605567,107606,12.082
1707790023,5177397822,9.613
1707790024,2360681713,41.676
1707790024,1707790026,17.979999999999997
1707790026,1707790024,17.979999999999997
1707790029,7223709669,10.871
1707790029,367105757,47.259
1707790029,25504756,58.419
1707790044,25504149,7.038
1707790044,1835355922,3.892
1707790044,1777727949,9.963000000000001
1707790044,1835355913,31.563
1707790055,1707790057,3.642
1707790055,4650375505,23.371000000000002
1707790055,4650375308,66.85000000000001
1707790057,1707790055,3.642
1707790057,748885408,54.31799999999999
1707790057,4650375508,5.2940000000000005
1707790062,367105757,12.834
1707790062,7223709669,41.789
1707790062,1268892541,19.391
1707790067,4650375504,7.516
1707790067,5177397824,59.553
1707790067,1955520890,10.83
1707790074,3972566713,55.114000000000004
1707790074,470727722,14.961
1707790076,21392273,21.254
1707790076,5880186827,31.528
1707790076,25503863,59.888999999999996
1707790096,21563479,7.133
1707790096,3972566716,35.389
1707790096,21563489,26.439999999999998
1707790099,9201323528,59.003
1707790099,5177352922,33.603
1707790099,6828921211,72.713
1707790105,6828921210,5.224
1707790105,350377999,26.971999999999998
1707790105,6828921211,12.14
1707790107,1832129958,149.28300000000002
1707790107,1832129783,36.551
1707790107,1832129796,83.72
1717643505,1717643512,10.92
1717643512,1717643505,10.92
1717643512,2902624645,28.267
1717643530,1717643537,21.977
1717643537,25161370,27.7
1717643537,1717643530,21.977
1717643537,18393873,46.436
1717650794,25066451,15.212
1717650794,1718390753,24.14
1718328435,1718328442,23.495
1718328435,5043864464,8.859
1718328442,316763548,20.854
1718328442,5046005743,17.93
1718328442,1718328435,23.495
1718390753,1717650794,24.14
1718566880,21990631,27.597
1718566880,1718566886,10.984
1718566886,1718566880,10.984
1719529597,5104314358,19.09
1719529597,1719661631,79.755
1719529597,25067727,9.496
1719529599,1719661631,11.126
1719661631,1719529599,11.126
1719661631,1719529597,79.755
1719661631,1722621701,10.823
1719663634,1722621701,8.686
1721713677,672061444,16.374
1721713677,2406484455,8.936
1721713677,1721713699,18.314999999999998
1721713699,10677374,10.5
1721713699,1721713677,18.315
1721713699,21990628,52.449
1722268367,1280491926,4.532
1722268367,1280491924,7.153
1722268367,2387232554,5.475
1722268381,1280491926,5.135
1722268381,2387232554,4.052
1722268381,3093897990,42.666999999999994
1722268388,1722268381,9.414
1722268388,2402557599,9.583
1722621701,1719663634,8.686
1722621701,1719661631,10.823
1722621701,10542989479,21.265
1722621711,10543014346,13.061
1722621718,7911231384,3.359
1722621718,108842,84.673
1722621718,10543014346,5.05
1723315608,3741131600,15.943000000000001
1723315608,7636244314,11.463999999999999
1723315608,8898783674,21.469
1723340785,1723340842,26.593
1723340842,110141,32.388
1723340842,435104742,5.026
1723340842,1723340785,26.592999999999996
1723388925,1723388970,44.144999999999996
1723388925,25497990,111.674
1723388925,446765900,45.043
1723388957,1723388970,13.606
1723388960,1723388974,12.275
1723388970,1723388957,13.606
1723388970,1723388981,25.43
1723388970,1723388988,23.877000000000002
1723388970,1723388925,44.144999999999996
1723388974,1723388981,17.879
1723388974,1723388960,12.275
1723388974,5006916678,26.072
1723388976,446765900,33.593
1723388979,2331184930,6.961
1723388979,2836220819,98.615
1723388981,390073175,23.737
1723388981,1723388970,25.43
1723388981,1723388974,17.878999999999998
1723388986,1723388976,18.152
1723388986,446765895,46.256
1723388988,6374802559,17.962
1723388988,1723388970,23.877000000000002
1723388988,25498021,32.866
1723389067,1309180610,16.394
1723389067,10607132,42.514
1725360097,1268892338,17.734
1725360097,18395811,10.791
1725360097,1268892379,31.393
1726730029,2466442743,29.291
1726730029,1726730049,23.974
1726730029,7223709668,22.05
1726730033,1835355931,5.393000000000001
1726730033,1726730080,59.843999999999994
1726730033,1726730043,36.357
1726730043,1726730033,36.357
1726730043,1726730080,21.07
1726730043,1835355944,3.127
1726730049,1726730029,23.974
1726730049,2466442743,23.959
1726730049,1726730082,18.263
1726730080,1726730123,6.379
1726730080,1726730043,21.07
1726730080,1726730033,59.843999999999994
1726730082,18468951,36.12
1726730082,4922952353,4.763
1726730082,1726730049,18.262999999999998
1726730120,1726730167,7.113
1726730120,1726730123,15.821
1726730120,1835355953,25.884
1726730123,1726730080,6.379
1726730123,107646,50.485
1726730123,1726730120,15.821
1726730123,1726730167,24.178
1726730162,25504143,5.961
1726730162,5114681227,14.976
1726730162,1726730272,38.775
1726730162,8785457870,11.79
1726730165,8785457870,5.759
1726730165,1678452797,58.49699999999999
1726730165,25504143,11.862
1726730165,8785457871,6.615
1726730167,1835356013,14.611
1726730167,1726730120,7.113
1726730167,1163954922,24.601
1726730167,1726730123,24.178
1726730272,1726730162,38.775000000000006
1726730272,25577057,8.985
1726730272,1726730281,37.186
1726730281,107684,6.332
1726730281,1726730272,37.186
1726730281,1726730292,16.933
1726730292,4379801357,44.134
1726730292,1726730281,16.933
1726730292,1726730295,19.481
1726730295,4379801694,16.095
1726730295,1726730292,19.481
1726730295,1726730303,31.424
1726730303,25471681,13.001000000000001
1726730303,1726730295,31.424
1726730303,1726730329,50.071000000000005
1726730307,25500535,6.139
1726730307,1163955034,44.74400000000001
1726730307,5342251151,22.791
1726730307,1726730326,49.928
1726730326,1163954995,25.774
1726730326,5342251136,8.772
1726730326,1726730307,49.928000000000004
1726730326,1726730354,78.16799999999999
1726730329,25503848,6.609
1726730329,25503845,23.847
1726730329,1726730303,50.071
1726730354,10241310756,46.78
1726730354,107685,8.752
1726730354,8785484288,72.97999999999999
1726730354,1726730326,78.168
1726730375,269549105,32.799
1726730375,1401870340,24.016000000000002
1726730375,107681,35.138
1727515734,6458938011,9.046
1727515734,1678226846,109.853
1728472241,1731235489,9.132000000000001
1731225566,1731225575,44.394
1731225566,1150003547,19.145
1731225566,4530012691,31.031
1731225575,1150003400,17.876
1731225575,1731225566,44.394
1731225575,1731235606,43.243
1731225575,1731225580,80.86999999999999
1731225575,1731235492,43.464999999999996
1731225580,1731225596,40.051
1731225580,1731225575,80.86999999999999
1731225580,1731235480,38.094
1731225580,3197339664,24.771
1731225596,1731225580,40.051
1731235480,1731235511,72.996
1731235480,1731235489,24.576
1731235480,1731225580,38.094
1731235489,1731235492,45.416
1731235489,1731235480,24.576
1731235489,1728472241,9.132000000000001
1731235492,1731235489,45.416
1731235492,1731235606,12.232
1731235492,1731225575,43.464999999999996
1731235511,1731235480,72.996
1731235511,1731235545,51.296
1731235511,1731235534,11.48
1731235534,1731235511,11.48
1731235534,2935373159,27.339
1731235534,2935373161,23.134999999999998
1731235545,1731235511,51.296
1731235545,1731235558,23.714
1731235545,1731235557,14.846
1731235557,1731235545,14.846
1731235557,1731235558,17.208
1731235557,3735886877,26.336
1731235558,1731235545,23.714
1731235558,3809870263,43.737
1731235558,1731235557,17.208
1731235606,1150003423,5.698
1731235606,1731225575,43.243
1731235606,1731235492,12.232000000000001
1733389217,1733389249,25.473
1733389217,5473274896,43.451
1733389217,1733389314,7.318
1733389249,5334381837,7.145
1733389249,1733389217,25.473
1733389249,1733389314,11.023
1733389278,1939558655,13.363
1733389314,1733389249,11.023
1733389314,1733389217,7.318
1733389314,1733389349,20.589
1733389314,1733389349,20.482
1733389349,1733389353,25.383
1733389349,1733389314,20.482
1733389349,1733389314,20.589
1733389349,3141814027,23.878
1733389353,1733389349,25.383
1736685635,1736685679,23.594
1736685635,25475674,29.164
1736685635,25475688,51.542
1736685679,1736685635,23.594
1736734053,7900221108,20.451999999999998
1757440607,1141415202,42.095
1757440607,1141415202,34.400000000000006
1757440607,1758552597,58.134
1758552521,28800660,10.094
1758552521,2990806415,60.375
1758552521,1758552555,12.713
1758552522,2990664881,15.394
1758552522,1758552541,13.771
1758552522,28800660,26.811
1758552524,1758552559,7.773
1758552541,1758552522,13.771
1758552541,1758552547,8.975999999999999
1758552541,1758552547,9.068999999999999
1758552547,1758552555,10.014
1758552547,1758552541,9.068999999999999
1758552547,1758552541,8.975999999999999
1758552555,1758552547,10.014
1758552555,1758552521,12.713
1758552555,1758552592,20.138
1758552559,2990651904,48.23
1758552559,1758552524,7.773
1758552559,2990664881,13.292000000000002
1758552592,1758552555,20.138
1758552592,2990664881,33.619
1758552592,2987752075,41.103
1758552597,2990651908,16.064
1758552597,1757440607,58.13399999999999
1758552597,2990651918,5.894
1758552682,973128722,7.343
1758552682,28800663,14.96
1758552682,2990651905,28.51
1758554291,2990806415,32.498000000000005
1759454104,25473204,32.745
1759454104,25473207,37.422999999999995
1759454104,3739049382,58.851
1759454163,2990806411,8.92
1759454163,1759454222,36.375
1759454211,1759454222,3.537
1759454211,5060388107,19.896
1759454211,5060388115,17.304000000000002
1759454222,1759454211,3.537
1759454222,5060388105,12.473
1759454222,1759454163,36.375
1759454299,875789647,45.757000000000005
1759454305,2990806410,20.225
1759454351,1759454378,7.262
1759454351,973128722,17.415
1759454351,28800664,49.8
1759454378,1759454351,7.262
1759454429,2987752071,34.742999999999995
1759454429,5067002867,21.214000000000002
1761598572,6866779810,83.576
1761598585,6866779810,2.995
1761598585,4316306163,22.068
1771426174,25632862,67.51
1771426174,20965803,30.271
1777727945,25504149,9.632
1777727945,1777727949,6.467
1777727945,1777727960,17.927
1777727947,25504150,9.348
1777727947,1777727950,13.088
1777727947,1777727962,4.159
1777727949,1777727945,6.467
1777727949,1707790044,9.963000000000001
1777727949,1777727961,17.924
1777727950,1777727947,13.088
