"","V1","V2","weight","height","size1","size1mean","size1norm","lccrank"
"563","L6_256592","L7_236315",100,1600,11892,90145.7555555556,0.131919688583354,9
"564","L6_41254","L7_38653",100,1600,11796,90145.7555555556,0.130854746596808,9
"565","L6_150611","L7_140114",100,1600,11578,90145.7555555556,0.128436440835693,9
"566","L6_227507","L7_211503",100,1600,11550,90145.7555555556,0.128125832756284,9
"567","L6_392","L7_374",100,1600,11416,90145.7555555556,0.126639351233398,9
"568","L6_191955","L7_179279",100,1600,11413,90145.7555555556,0.126606071796318,9
"569","L6_281355","L7_260287",100,1600,11354,90145.7555555556,0.12595157620042,9
"570","L6_31375","L7_29666",100,1600,11169,90145.7555555556,0.123899344247181,9
"571","L6_931","L7_909",100,1600,11118,90145.7555555556,0.123333593816828,9
"572","L6_153240","L7_142570",100,1600,11081,90145.7555555556,0.122923147426181,9
"573","L6_260801","L7_24962",100,1600,11039,90145.7555555556,0.122457235307067,9
"574","L6_15406","L7_14855",100,1600,10866,90145.7555555556,0.120538121102146,9
"575","L6_287760","L7_265999",100,1600,10774,90145.7555555556,0.119517551698373,9
"576","L6_157394","L7_146475",100,1600,10693,90145.7555555556,0.118619006897225,9
"577","L6_44693","L7_41790",100,1600,10678,90145.7555555556,0.118452609711827,9
"578","L6_277311","L7_256754",100,1600,10661,90145.7555555556,0.118264026235043,9
"579","L6_66214","L7_61456",100,1600,10534,90145.7555555556,0.116855196732009,9
"580","L6_236462","L7_219834",100,1600,10530,90145.7555555556,0.116810824149236,9
"581","L6_147626","L7_137329",100,1600,10488,90145.7555555556,0.116344912030122,9
"582","L6_244618","L7_227381",100,1600,10466,90145.7555555556,0.116100862824872,9
"583","L6_44061","L7_41220",100,1600,10325,90145.7555555556,0.114536729282133,9
"584","L6_240091","L7_207695",100,1600,10309,90145.7555555556,0.114359238951042,9
"585","L6_256510","L7_238362",100,1600,10195,90145.7555555556,0.113094620342019,9
"586","L6_4479","L7_4330",100,1600,10155,90145.7555555556,0.112650894514292,9
"587","L6_107632","L7_100013",100,1600,10147,90145.7555555556,0.112562149348746,9
"588","L6_277876","L7_257260",100,1600,10137,90145.7555555556,0.112451217891814,9
"589","L6_196863","L7_183723",100,1600,10076,90145.7555555556,0.11177453600453,9
"590","L7_24962","L8_22301",300,1900,6518828,97540.8333333333,66.8317849789404,1
"591","L7_48828","L8_40585",300,1900,1073428,97540.8333333333,11.004909055182,2
"592","L7_25137","L8_22446",300,1900,681346,97540.8333333333,6.98523866073183,3
"593","L7_157751","L8_83864",300,1900,245592,97540.8333333333,2.5178378286017,4
"594","L7_187714","L8_22301",300,1900,157688,97540.8333333333,1.61663576792625,5
"595","L7_210999","L8_169910",300,1900,137760,97540.8333333333,1.4123315876257,6
"596","L7_29331","L8_22301",300,1900,125766,97540.8333333333,1.28936770070654,7
"597","L7_65945","L8_54931",300,1900,118661,97540.8333333333,1.21652641201548,8
"598","L7_34104","L8_29301",300,1900,112201,97540.8333333333,1.15029773855394,9
"599","L7_62451","L8_51906",300,1900,109438,97540.8333333333,1.12197114029167,9
"600","L7_207442","L8_169910",300,1900,106315,97540.8333333333,1.08995378004084,9
"601","L7_68691","L8_47134",300,1900,102434,97540.8333333333,1.05016531538074,9
"602","L7_206366","L8_62530",300,1900,99104,97540.8333333333,1.01602576698648,9
"603","L7_209647","L8_172164",300,1900,93141,97540.8333333333,0.954892395492486,9
"604","L7_208513","L8_170620",300,1900,88057,97540.8333333333,0.902770634520585,9
"605","L7_236315","L8_22301",300,1900,87951,97540.8333333333,0.901683910157285,9
"606","L7_245508","L8_83864",300,1900,87752,97540.8333333333,0.899643738946937,9
"607","L7_15219","L8_13762",300,1900,86777,97540.8333333333,0.889647925227896,9
"608","L7_181284","L8_150582",300,1900,85057,97540.8333333333,0.872014284615845,9
"609","L7_58597","L8_48609",300,1900,85031,97540.8333333333,0.871747729583337,9
"610","L7_104060","L8_86493",300,1900,78839,97540.8333333333,0.808266623379952,9
"611","L7_74995","L8_62325",300,1900,76834,97540.8333333333,0.78771112952695,9
"612","L7_28913","L8_22301",300,1900,70812,97540.8333333333,0.725972883151501,9
"613","L7_223731","L8_172164",300,1900,65567,97540.8333333333,0.672200531401379,9
"614","L7_241251","L8_22301",300,1900,65402,97540.8333333333,0.670508932156618,9
"615","L7_36811","L8_22301",300,1900,58916,97540.8333333333,0.604013703662569,9
"616","L7_248542","L8_202773",300,1900,56493,97540.8333333333,0.579172825056173,9
"617","L7_212739","L8_62530",300,1900,54986,97540.8333333333,0.563722885287358,9
"618","L7_213164","L8_174931",300,1900,53193,97540.8333333333,0.545340840160958,9
"619","L7_262964","L8_212914",300,1900,51401,97540.8333333333,0.526969047151193,9
"620","L7_97261","L8_81056",300,1900,45663,97540.8333333333,0.468142401900059,9
"621","L7_187121","L8_150582",300,1900,43691,97540.8333333333,0.447925227896009,9
"622","L7_179370","L8_149145",300,1900,42065,97540.8333333333,0.43125528624764,9
"623","L7_61386","L8_50972",300,1900,39728,97540.8333333333,0.407296089671847,9
"624","L7_192108","L8_156696",300,1900,38753,97540.8333333333,0.397300275952806,9
"625","L7_81422","L8_67942",300,1900,36567,97540.8333333333,0.374889148988885,9
"626","L7_36393","L8_22301",300,1900,35989,97540.8333333333,0.368963425573905,9
"627","L7_207695","L8_170620",300,1900,35196,97540.8333333333,0.360833497082419,9
"628","L7_188472","L8_22301",300,1900,34644,97540.8333333333,0.355174328699946,9
"629","L7_59024","L8_48978",300,1900,34243,97540.8333333333,0.351063229929346,9
"630","L7_142932","L8_113301",300,1900,33650,97540.8333333333,0.344983724764842,9
"631","L7_237498","L8_194741",300,1900,33597,97540.8333333333,0.344440362583192,9
"632","L7_73854","L8_61527",300,1900,33140,97540.8333333333,0.339755145281036,9
"633","L7_57757","L8_47912",300,1900,32967,97540.8333333333,0.337981529103196,9
"634","L7_33050","L8_22301",300,1900,32825,97540.8333333333,0.336525728541038,9
"635","L7_34037","L8_22301",300,1900,32753,97540.8333333333,0.335787576143325,9
"636","L7_236790","L8_83864",300,1900,32367,97540.8333333333,0.331830259122248,9
"637","L7_40483","L8_34392",300,1900,32322,97540.8333333333,0.331368913873677,9
"638","L7_220120","L8_180675",300,1900,32211,97540.8333333333,0.330230928927201,9
"639","L7_49228","L8_41074",300,1900,32085,97540.8333333333,0.328939162231202,9
"640","L7_30518","L8_22301",300,1900,30960,97540.8333333333,0.317405531016925,9
"641","L7_181065","L8_150582",300,1900,30563,97540.8333333333,0.313335440712864,9
"642","L7_63513","L8_48609",300,1900,30485,97540.8333333333,0.312535775615341,9
"643","L7_133401","L8_110014",300,1900,29907,97540.8333333333,0.306610052200361,9
"644","L7_62889","L8_52297",300,1900,27881,97540.8333333333,0.285839263898026,9
"645","L7_218215","L8_179139",300,1900,27380,97540.8333333333,0.280702953463934,9
"646","L7_244398","L8_83864",300,1900,27356,97540.8333333333,0.280456902664696,9
"647","L7_120999","L8_78414",300,1900,27254,97540.8333333333,0.279411186767935,9
"648","L7_64263","L8_53491",300,1900,26850,97540.8333333333,0.27526933164743,9
"649","L7_246064","L8_22301",300,1900,26786,97540.8333333333,0.274613196182795,9
"650","L7_181208","L8_150689",300,1900,26539,97540.8333333333,0.272080923373972,9
"651","L7_81742","L8_68221",300,1900,24778,97540.8333333333,0.254026945979889,9
"652","L7_100970","L8_83864",300,1900,22654,97540.8333333333,0.232251450247332,9
"653","L7_78994","L8_49024",300,1900,22371,97540.8333333333,0.229350101239652,9
"654","L7_179171","L8_13762",300,1900,21556,97540.8333333333,0.220994626182197,9
"655","L7_65545","L8_54568",300,1900,21426,97540.8333333333,0.219661851019658,9
"656","L7_189569","L8_156699",300,1900,21332,97540.8333333333,0.218698152055977,9
"657","L7_61783","L8_22301",300,1900,19804,97540.8333333333,0.203032917837829,9
"658","L7_77815","L8_64853",300,1900,19243,97540.8333333333,0.197281480405642,9
"659","L7_203335","L8_167186",300,1900,19222,97540.8333333333,0.197066185956309,9
"660","L7_26262","L8_22301",300,1900,19083,97540.8333333333,0.195641141744056,9
"661","L7_95514","L8_79612",300,1900,19010,97540.8333333333,0.194892737229707,9
"662","L7_107663","L8_89305",300,1900,18509,97540.8333333333,0.189756426795616,9
"663","L7_209865","L8_169910",300,1900,18322,97540.8333333333,0.187839280984887,9
"664","L7_247577","L8_202120",300,1900,18180,97540.8333333333,0.186383480422729,9
"665","L7_229514","L8_62530",300,1900,17377,97540.8333333333,0.178151030764893,9
"666","L7_256754","L8_22301",300,1900,16975,97540.8333333333,0.174029679877658,9
"667","L7_240819","L8_83864",300,1900,16558,97540.8333333333,0.169754547240899,9
"668","L7_246917","L8_201632",300,1900,16377,97540.8333333333,0.16789891412998,9
"669","L7_30682","L8_22301",300,1900,16335,97540.8333333333,0.167468325231313,9
"670","L7_15068","L8_13655",300,1900,15951,97540.8333333333,0.163531512443507,9
"671","L7_71572","L8_59534",300,1900,15628,97540.8333333333,0.160220078770429,9
"672","L7_71845","L8_50972",300,1900,15340,97540.8333333333,0.157267469179574,9
"673","L7_100468","L8_83616",300,1900,15104,97540.8333333333,0.154847969653735,9
"674","L7_3576","L8_3267",300,1900,14918,97540.8333333333,0.152941075959641,9
"675","L7_7629","L8_6879",300,1900,14888,97540.8333333333,0.152633512460593,9
"676","L7_238362","L8_22301",300,1900,14733,97540.8333333333,0.151044434382182,9
"677","L7_121147","L8_78414",300,1900,14645,97540.8333333333,0.150142248118309,9
"678","L7_19519","L8_17466",300,1900,14484,97540.8333333333,0.148491657340088,9
"679","L7_78080","L8_65080",300,1900,14195,97540.8333333333,0.145528795632598,9
"680","L7_65574","L8_54594",300,1900,14155,97540.8333333333,0.145118710967202,9
"681","L7_227059","L8_186269",300,1900,13958,97540.8333333333,0.143099043990124,9
"682","L7_149630","L8_123407",300,1900,13769,97540.8333333333,0.141161393946125,9
"683","L7_179750","L8_149488",300,1900,13584,97540.8333333333,0.139264752368666,9
"684","L7_37873","L8_22301",300,1900,13543,97540.8333333333,0.138844415586635,9
"685","L7_99803","L8_83150",300,1900,13394,97540.8333333333,0.137316850208033,9
"686","L7_95243","L8_79429",300,1900,13333,97540.8333333333,0.136691471093303,9
"687","L7_87986","L8_73532",300,1900,13135,97540.8333333333,0.13466155199959,9
"688","L7_187122","L8_150582",300,1900,12723,97540.8333333333,0.130437679946006,9
"689","L7_219834","L8_180424",300,1900,12708,97540.8333333333,0.130283898196482,9
"690","L7_192067","L8_156699",300,1900,12634,97540.8333333333,0.129525241565498,9
"691","L7_10454","L8_9403",300,1900,12545,97540.8333333333,0.128612803184991,9
"692","L7_224592","L8_184384",300,1900,12508,97540.8333333333,0.128233474869499,9
"693","L7_100013","L8_83287",300,1900,12051,97540.8333333333,0.123548257567344,9
"694","L7_38653","L8_22301",300,1900,12045,97540.8333333333,0.123486744867534,9
"695","L7_260287","L8_83864",300,1900,12003,97540.8333333333,0.123056155968868,9
"696","L7_27052","L8_22301",300,1900,11983,97540.8333333333,0.122851113636169,9
"697","L7_137329","L8_113301",300,1900,11944,97540.8333333333,0.122451281087408,9
"698","L7_183723","L8_13762",300,1900,11931,97540.8333333333,0.122318003571154,9
"699","L7_211503","L8_173686",300,1900,11913,97540.8333333333,0.122133465471726,9
"700","L7_29666","L8_22301",300,1900,11808,97540.8333333333,0.12105699322506,9
"701","L7_140114","L8_115565",300,1900,11763,97540.8333333333,0.120595647976488,9
"702","L7_374","L8_340",300,1900,11599,97540.8333333333,0.118914300848363,9
"703","L7_179279","L8_149077",300,1900,11425,97540.8333333333,0.117130432553888,9
"704","L7_137393","L8_113301",300,1900,11192,97540.8333333333,0.114741689377953,9
"705","L7_243736","L8_199409",300,1900,11189,97540.8333333333,0.114710933028048,9
"706","L7_909","L8_856",300,1900,11160,97540.8333333333,0.114413621645636,9
"707","L7_240809","L8_83864",300,1900,11125,97540.8333333333,0.114054797563414,9
"708","L7_142570","L8_117568",300,1900,11081,97540.8333333333,0.113603704431477,9
"709","L7_265999","L8_83864",300,1900,11062,97540.8333333333,0.113408914215414,9
"710","L7_14855","L8_13463",300,1900,11038,97540.8333333333,0.113162863416176,9
"711","L7_41220","L8_34966",300,1900,10976,97540.8333333333,0.112527232184811,9
"712","L7_146475","L8_120756",300,1900,10790,97540.8333333333,0.110620338490718,9
"713","L7_41790","L8_35402",300,1900,10701,97540.8333333333,0.10970790011021,9
"714","L7_61456","L8_51035",300,1900,10584,97540.8333333333,0.108508402463925,9
"715","L7_22593","L8_20195",300,1900,10557,97540.8333333333,0.108231595314783,9
"716","L7_227381","L8_186590",300,1900,10466,97540.8333333333,0.107298652701006,9
"717","L7_257260","L8_22301",300,1900,10405,97540.8333333333,0.106673273586276,9
"718","L7_182012","L8_150115",300,1900,10188,97540.8333333333,0.1044485642765,9
"719","L7_4330","L8_3956",300,1900,10156,97540.8333333333,0.104120496544182,9
"720","L7_232567","L8_40585",300,1900,10065,97540.8333333333,0.103187553930405,9
"721","L7_63393","L8_48606",300,1900,10016,97540.8333333333,0.102685200215294,9
"722","L8_22301","L9_21458",100,2000,8192496,141297.611650485,57.9804280079766,1
"723","L8_40585","L9_33696",100,2000,1125706,141297.611650485,7.96691456317431,2
"724","L8_22446","L9_21597",100,2000,718784,141297.611650485,5.08702158234626,3
"725","L8_83864","L9_21458",100,2000,602233,141297.611650485,4.26215979849459,4
"726","L8_169910","L9_33696",100,2000,274499,141297.611650485,1.94270091895822,5
"727","L8_150582","L9_142277",100,2000,212596,141297.611650485,1.50459726471441,6
"728","L8_62530","L9_59212",100,2000,199577,141297.611650485,1.41245841078811,7
"729","L8_172164","L9_162187",100,2000,169809,141297.611650485,1.20178252142039,8
"730","L8_13762","L9_13299",100,2000,159253,141297.611650485,1.12707496000661,9
"731","L8_170620","L9_160739",100,2000,143349,141297.611650485,1.01451820965374,9
"732","L8_29301","L9_27978",100,2000,125566,141297.611650485,0.888663286896885,9
"733","L8_54931","L9_52172",100,2000,120778,141297.611650485,0.8547773638153,9
"734","L8_48609","L9_46135",100,2000,117530,141297.611650485,0.831790421841827,9
"735","L8_51906","L9_49266",100,2000,116608,141297.611650485,0.82526518769788,9
"736","L8_47134","L9_44729",100,2000,115589,141297.611650485,0.81805345928933,9
"737","L8_62325","L9_59212",100,2000,91355,141297.611650485,0.646543129306221,9
"738","L8_86493","L9_81898",100,2000,91192,141297.611650485,0.645389535851271,9
"739","L8_50972","L9_48373",100,2000,70839,141297.611650485,0.501346053712696,9
"740","L8_174931","L9_164749",100,2000,67215,141297.611650485,0.475698061806334,9
"741","L8_113301","L9_106875",100,2000,64773,141297.611650485,0.458415391763471,9
"742","L8_202773","L9_190716",100,2000,61362,141297.611650485,0.434274856335048,9
"743","L8_78414","L9_74406",100,2000,60436,141297.611650485,0.427721313149261,9
"744","L8_156696","L9_147836",100,2000,53237,141297.611650485,0.376772115099067,9
"745","L8_212914","L9_199780",100,2000,53037,141297.611650485,0.375356663007105,9
"746","L8_149145","L9_140909",100,2000,51434,141297.611650485,0.364011814490024,9
"747","L8_156699","L9_147838",100,2000,48011,141297.611650485,0.339786351936084,9
"748","L8_81056","L9_76867",100,2000,47128,141297.611650485,0.333537130950069,9
"749","L8_194741","L9_183378",100,2000,41685,141297.611650485,0.295015602267307,9
"750","L8_67942","L9_64578",100,2000,37521,141297.611650485,0.265545889712645,9
"751","L8_48978","L9_46488",100,2000,35724,141297.611650485,0.252828052666361,9
"752","L8_49024","L9_46530",100,2000,34481,141297.611650485,0.244031017914814,9
"753","L8_61527","L9_21458",100,2000,34166,141297.611650485,0.241801680869973,9
"754","L8_47912","L9_45465",100,2000,33688,141297.611650485,0.238418750370182,9
"755","L8_180675","L9_170155",100,2000,33408,141297.611650485,0.236437117441434,9
"756","L8_34392","L9_32774",100,2000,32943,141297.611650485,0.233146191327621,9
"757","L8_41074","L9_39004",100,2000,32459,141297.611650485,0.229720797265072,9
"758","L8_110014","L9_103749",100,2000,31649,141297.611650485,0.223988216292623,9
"759","L8_52297","L9_49655",100,2000,31563,141297.611650485,0.223379571893079,9
"760","L8_179139","L9_168707",100,2000,28883,141297.611650485,0.20441251386078,9
"761","L8_150689","L9_142373",100,2000,27917,141297.611650485,0.197575880256601,9
"762","L8_53491","L9_50800",100,2000,27495,141297.611650485,0.19458927634256,9
"763","L8_68221","L9_64843",100,2000,26869,141297.611650485,0.190158911294717,9
"764","L8_186269","L9_175432",100,2000,23844,141297.611650485,0.168750198403782,9
"765","L8_150115","L9_141842",100,2000,22998,141297.611650485,0.16276283605478,9
"766","L8_79612","L9_75564",100,2000,22660,141297.611650485,0.160370722019364,9
"767","L8_202120","L9_21458",100,2000,22379,141297.611650485,0.158382011830156,9
"768","L8_13655","L9_13206",100,2000,21509,141297.611650485,0.152224795230119,9
"769","L8_54568","L9_51816",100,2000,21476,141297.611650485,0.151991245634945,9
"770","L8_89305","L9_84481",100,2000,20717,141297.611650485,0.146619604945947,9
"771","L8_201632","L9_189705",100,2000,20693,141297.611650485,0.146449750694911,9
"772","L8_167186","L9_83633",100,2000,20684,141297.611650485,0.146386055350773,9
"773","L8_180424","L9_169913",100,2000,19825,141297.611650485,0.140306688615794,9
"774","L8_64853","L9_61619",100,2000,19813,141297.611650485,0.140221761490276,9
"775","L8_51281","L9_48667",100,2000,19628,141297.611650485,0.138912468305211,9
"776","L8_184384","L9_173677",100,2000,19253,141297.611650485,0.136258495632781,9
"777","L8_116287","L9_109562",100,2000,18984,141297.611650485,0.134354712569091,9
"778","L8_48606","L9_46132",100,2000,17833,141297.611650485,0.126208785779846,9
"779","L8_115565","L9_109000",100,2000,17389,141297.611650485,0.123066482135689,9
"780","L8_59534","L9_56532",100,2000,16628,141297.611650485,0.117680686925771,9
"781","L8_83616","L9_79236",100,2000,16146,141297.611650485,0.114269447384141,9
"782","L8_83287","L9_78946",100,2000,15755,141297.611650485,0.111502238544355,9
"783","L8_17466","L9_16819",100,2000,15479,141297.611650485,0.109548914657446,9
"784","L8_6879","L9_6662",100,2000,15343,141297.611650485,0.108586407234912,9
"785","L8_3267","L9_3174",100,2000,15279,141297.611650485,0.108133462565484,9
"786","L8_173686","L9_163615",100,2000,15012,141297.611650485,0.106243834022713,9
"787","L8_73532","L9_69918",100,2000,14943,141297.611650485,0.105755503050986,9
"788","L8_79429","L9_75393",100,2000,14719,141297.611650485,0.104170196707988,9
"789","L8_65080","L9_61841",100,2000,14366,141297.611650485,0.101671923765674,9
"790","L8_199409","L9_21458",100,2000,14300,141297.611650485,0.101204824575327,9
"791","L8_201809","L9_189862",100,2000,14287,141297.611650485,0.101112820189349,9
"792","L8_123407","L9_116355",100,2000,14240,141297.611650485,0.100780188947738,9
"793","L8_54594","L9_51842",100,2000,14181,141297.611650485,0.100362630580609,9
"794","L8_83150","L9_78840",100,2000,14039,141297.611650485,0.0993576595953154,9
"795","L8_48423","L9_45957",100,2000,13770,141297.611650485,0.0974538765316257,9
"796","L8_149488","L9_141245",100,2000,13743,141297.611650485,0.0972627904992107,9
"797","L8_209125","L9_196416",100,2000,13460,141297.611650485,0.0952599257890836,9
"798","L8_9403","L9_9096",100,2000,13158,141297.611650485,0.0931225931302201,9
"799","L8_204361","L9_21458",100,2000,13060,141297.611650485,0.0924290216051584,9
"800","L8_120756","L9_113877",100,2000,13049,141297.611650485,0.0923511717401005,9
"801","L8_149077","L9_140846",100,2000,12931,141297.611650485,0.0915160550058425,9
"802","L8_856","L9_837",100,2000,12785,141297.611650485,0.0904827749787098,9
"803","L8_107151","L9_101000",100,2000,12603,141297.611650485,0.0891947135750238,9
"804","L8_14643","L9_14116",100,2000,12461,141297.611650485,0.0881897425897304,9
"805","L8_34966","L9_33318",100,2000,12297,141297.611650485,0.087029071874321,9
"806","L8_35402","L9_33696",100,2000,12266,141297.611650485,0.0868096768000668,9
"807","L8_153463","L9_144932",100,2000,12053,141297.611650485,0.0853022203221267,9
"808","L8_340","L9_328",100,2000,11773,141297.611650485,0.083320587393379,9
"809","L8_51035","L9_48340",100,2000,11750,141297.611650485,0.0831578104028033,9
"810","L8_59008","L9_56082",100,2000,11584,141297.611650485,0.0819829851664743,9
"811","L8_203738","L9_189862",100,2000,11390,141297.611650485,0.0806099966372706,9
"812","L8_3956","L9_3845",100,2000,11368,141297.611650485,0.0804542969071547,9
"813","L8_194582","L9_183232",100,2000,11302,141297.611650485,0.0799871977168071,9
"814","L8_20195","L9_19426",100,2000,11263,141297.611650485,0.0797111845588744,9
"815","L8_134983","L9_127337",100,2000,11209,141297.611650485,0.0793290124940444,9
"816","L8_117568","L9_110878",100,2000,11095,141297.611650485,0.0785222048016258,9
"817","L8_13463","L9_13017",100,2000,11042,141297.611650485,0.0781471099972557,9
"818","L8_62433","L9_59212",100,2000,10803,141297.611650485,0.0764556447473604,9
"819","L8_198725","L9_187061",100,2000,10780,141297.611650485,0.0762928677567847,9
"820","L8_186590","L9_44627",100,2000,10518,141297.611650485,0.0744386255163136,9
"821","L8_153571","L9_145029",100,2000,10378,141297.611650485,0.0734478090519398,9
"822","L8_30811","L9_29401",100,2000,10207,141297.611650485,0.0722375975133118,9
"823","L8_97208","L9_91793",100,2000,10158,141297.611650485,0.0718908117507809,9
"824","L8_175194","L9_164989",100,2000,10153,141297.611650485,0.0718554254484819,9
"825","L12_16376","L13_19280",-500,2300,13936640,260507.462686567,53.4980451472442,1
"826","L12_95560","L13_120073",-500,2300,570396,260507.462686567,2.18955723616363,2
"827","L12_10319","L13_12017",-500,2300,310079,260507.462686567,1.19028835796952,3
"828","L12_33159","L13_39173",-500,2300,262269,260507.462686567,1.0067619456858,4
"829","L12_34166","L13_40407",-500,2300,202223,260507.462686567,0.776265669760513,5
"830","L12_52800","L13_70841",-500,2300,169253,260507.462686567,0.649704995989458,6
"831","L12_21096","L13_24870",-500,2300,138267,260507.462686567,0.53076022688209,7
"832","L12_72609","L13_90362",-500,2300,130512,260507.462686567,0.500991405981437,8
"833","L12_38648","L13_45770",-500,2300,129354,260507.462686567,0.496546235819869,9
"834","L12_71742","L13_93337",-500,2300,105262,260507.462686567,0.404065199954165,9
"835","L12_33949","L13_42380",-500,2300,81165,260507.462686567,0.311564970780337,9
"836","L12_55689","L13_66918",-500,2300,72751,260507.462686567,0.279266471868913,9
"837","L12_110559","L13_139502",-500,2300,71842,260507.462686567,0.275777128451931,9
"838","L12_35796","L13_42348",-500,2300,57024,260507.462686567,0.218895840495015,9
"839","L12_37593","L13_44559",-500,2300,50604,260507.462686567,0.194251632863527,9
"840","L12_71354","L13_88580",-500,2300,50026,260507.462686567,0.192032886444368,9
"841","L12_47727","L13_56621",-500,2300,44285,260507.462686567,0.169995130056148,9
"842","L12_110713","L13_139705",-500,2300,41913,260507.462686567,0.160889824682021,9
"843","L12_36788","L13_43526",-500,2300,40078,260507.462686567,0.153845880600435,9
"844","L12_1650","L13_6103",-500,2300,39551,260507.462686567,0.151822905924143,9
"845","L12_34310","L13_40719",-500,2300,39448,260507.462686567,0.151427523776785,9
"846","L12_114178","L13_144069",-500,2300,37945,260507.462686567,0.145658015354647,9
"847","L12_33740","L13_39856",-500,2300,37675,260507.462686567,0.144621576715939,9
"848","L12_108389","L13_142849",-500,2300,34496,260507.462686567,0.132418471410565,9
"849","L12_109878","L13_138627",-500,2300,33234,260507.462686567,0.127574080440014,9
"850","L12_28789","L13_34190",-500,2300,32820,260507.462686567,0.125984874527329,9
"851","L12_71659","L13_92862",-500,2300,32818,260507.462686567,0.125977197204079,9
"852","L12_34065","L13_40267",-500,2300,30477,260507.462686567,0.116990890340323,9
"853","L12_45551","L13_54018",-500,2300,28096,260507.462686567,0.107851037011573,9
"854","L12_47924","L13_56853",-500,2300,27568,260507.462686567,0.105824223673656,9
"855","L12_117997","L13_148653",-500,2300,27196,260507.462686567,0.104396241549215,9
"856","L12_59684","L13_72893",-500,2300,25839,260507.462686567,0.0991871777243039,9
"857","L12_20236","L13_23896",-500,2300,24625,260507.462686567,0.0945270425117452,9
"858","L12_38378","L13_45449",-500,2300,23913,260507.462686567,0.0917939154348573,9
"859","L12_38024","L13_45002",-500,2300,23238,260507.462686567,0.0892028188380887,9
"860","L12_117905","L13_148508",-500,2300,21922,260507.462686567,0.084151140139796,9
"861","L12_33120","L13_39138",-500,2300,21739,260507.462686567,0.0834486650624499,9
"862","L12_43954","L13_136476",-500,2300,21633,260507.462686567,0.0830417669302166,9
"863","L12_38402","L13_45475",-500,2300,21293,260507.462686567,0.0817366219777701,9
"864","L12_112959","L13_142519",-500,2300,21126,260507.462686567,0.0810955654864215,9
"865","L12_54423","L13_65091",-500,2300,19163,260507.462686567,0.0735602727168557,9
"866","L12_6212","L13_8262",-500,2300,19077,260507.462686567,0.0732301478171193,9
"867","L12_2532","L13_2871",-500,2300,18414,260507.462686567,0.0706851151598488,9
"868","L12_3501","L13_9634",-500,2300,17606,260507.462686567,0.0675834765669761,9
"869","L12_37034","L13_43812",-500,2300,17523,260507.462686567,0.0672648676521141,9
"870","L12_700","L13_788",-500,2300,16449,260507.462686567,0.0631421450670333,9
"871","L12_72107","L13_98887",-500,2300,16292,260507.462686567,0.0625394751919331,9
"872","L12_70643","L13_87682",-500,2300,16160,260507.462686567,0.0620327718574539,9
"873","L12_12894","L13_15165",-500,2300,15544,260507.462686567,0.0596681562965509,9
"874","L12_3853","L13_4465",-500,2300,15223,260507.462686567,0.0584359459149765,9
"875","L12_85688","L13_107969",-500,2300,15004,260507.462686567,0.057595279019136,9
"876","L12_22202","L13_26142",-500,2300,14332,260507.462686567,0.0550156984072419,9
"877","L12_75562","L13_94410",-500,2300,13973,260507.462686567,0.0536376188839235,9
"878","L12_75288","L13_94072",-500,2300,13526,260507.462686567,0.0519217371376189,9
"879","L12_36796","L13_43533",-500,2300,13413,260507.462686567,0.0514879683740117,9
"880","L12_69268","L13_86120",-500,2300,13103,260507.462686567,0.0502979832703105,9
"881","L12_123335","L13_155252",-500,2300,13028,260507.462686567,0.0500100836484473,9
"882","L12_42299","L13_50121",-500,2300,12373,260507.462686567,0.0474957602841755,9
"883","L12_261","L13_299",-500,2300,12369,260507.462686567,0.0474804056376762,9
"884","L12_37730","L13_44629",-500,2300,12326,260507.462686567,0.047315343187808,9
"885","L12_14814","L13_17464",-500,2300,12046,260507.462686567,0.0462405179328521,9
"886","L12_3116","L13_3554",-500,2300,11587,260507.462686567,0.0444785722470494,9
"887","L12_10150","L13_11839",-500,2300,11479,260507.462686567,0.0440639967915664,9
"888","L12_71173","L13_88327",-500,2300,11446,260507.462686567,0.0439373209579466,9
"889","L12_98669","L13_124029",-500,2300,10799,260507.462686567,0.0414537068866735,9
"890","L12_1508","L13_1695",-500,2300,10765,260507.462686567,0.0413231923914289,9
"891","L12_92036","L13_115789",-500,2300,10385,260507.462686567,0.0398645009739888,9
"892","L9_21458","L10_18027",500,2500,9075197,146675.776699029,61.8725000421973,1
"893","L9_33696","L10_18027",500,2500,1444106,146675.776699029,9.84556572666548,2
"894","L9_21597","L10_18154",500,2500,726178,146675.776699029,4.95090611648901,3
"895","L9_59212","L10_18027",500,2500,315575,146675.776699029,2.15151408843427,4
"896","L9_142277","L10_109043",500,2500,229646,146675.776699029,1.56567093195778,5
"897","L9_162187","L10_124526",500,2500,170097,146675.776699029,1.15968024051463,6
"898","L9_13299","L10_11293",500,2500,161833,146675.776699029,1.10333828558531,7
"899","L9_160739","L10_18027",500,2500,148561,146675.776699029,1.01285299688468,8
"900","L9_46135","L10_37537",500,2500,127588,146675.776699029,0.86986415120067,9
"901","L9_27978","L10_23180",500,2500,126626,146675.776699029,0.86330546767671,9
"902","L9_44729","L10_36413",500,2500,125181,146675.776699029,0.853453806874088,9
"903","L9_52172","L10_42504",500,2500,120896,146675.776699029,0.824239712383267,9
"904","L9_49266","L10_40088",500,2500,119828,146675.776699029,0.816958346475169,9
