node_id,cluster_id
7613626070,0
107686,0
20965801,1
2398924898,1
3328228994,2
21392267,2
9693920797,3
24660863,3
25248129,4
24950061,4
25067936,5
5141216782,5
25473204,6
25473205,6
25475674,7
9576827482,7
25497985,8
5733998228,8
5340811717,9
25544110,9
27460226,10
3708234956,10
1014803704,11
28418138,11
3892081378,11
28418144,12
4344245893,12
250327660,13
338319877,13
8632535532,14
306439310,14
355416920,15
4298970380,15
470727722,16
4822267094,16
775984737,17
775984738,17
956233216,18
956233215,18
1145174417,19
1816705135,19
1238249904,20
1736734053,20
3808626947,21
1255369111,21
1271712931,22
3808626884,22
3808626878,22
1547013699,23
1550763732,23
1816705250,24
1816705246,24
3808626859,25
3808626860,25
3808626865,25
3808626868,25
2129578132,25
3808626869,25
3808626872,25
4703559689,26
2331184930,26
2586616722,27
6863550501,27
2622212903,28
2622212895,28
2622212897,29
4861365369,29
2642857203,30
5473274959,30
3139655930,31
5473274253,31
3471375913,32
4086232870,32
3808625780,33
3808625782,33
3808625786,34
8042031957,34
8042031958,34
3808625809,35
3808625796,35
3808625791,35
3809744380,36
3808625837,36
3808625853,37
3808625855,37
3809744384,38
3808625854,38
3809744385,39
3808626871,39
3808626882,40
3808626886,40
3809744386,41
3808626887,41
3808626896,42
3809744387,42
3808626905,43
3809744389,43
3808626912,44
3809744390,44
3809744392,45
3808626922,45
3809744395,46
3808626934,46
3808627061,47
3809744583,47
3809744584,48
3808627066,48
3809744381,49
3809744383,49
3809744404,50
3809744406,50
3809744409,51
3809744418,51
3809744416,52
3809744417,52
3809744434,53
3809744431,53
3809870281,54
3809870283,54
3906588448,55
3932064154,55
4866552625,56
4085778924,56
4317178392,57
4317211389,57
4430996024,58
3632581622,58
4511972304,59
4511972303,59
10541894097,60
10541894095,60
4627445239,60
7827997819,61
4627491645,61
4675821968,62
6483733493,62
8373690819,63
4689775126,63
4697525032,64
4697525030,64
5141216787,65
5141216742,65
5141625635,66
5141625655,66
5238587992,67
5227220846,67
5468301555,68
5470932252,68
5473273072,69
5473273071,69
5473273379,70
5473273332,70
5473273451,71
5473273613,71
5473273457,72
5473273490,72
5473273500,72
5473274242,73
5473274540,73
5473274724,74
5473274710,74
5564754892,75
5564410334,75
5574049702,76
5574049703,76
5574049718,77
5574049719,77
5609643656,78
5609643653,78
5609643686,79
5609643687,79
5788363880,80
5839163740,80
5976850019,81
10310609885,81
6218468164,82
9704122317,82
6218501761,83
6218501725,83
7223704404,84
8785568222,84
10572178,85
7610670919,85
8869435286,86
8869435287,86
9678523000,87
4117896490,87
9820537932,88
9820537933,88
10196915588,89
10196915589,89
10311362272,90
10311362271,90
10539589696,91
10539589706,91
10543014362,92
10543014363,92
10543014371,93
10543014372,93
